sample.name	enrichment	prediction
3	2.4590540220574617	3.724872589111328
0	1.8981770284052262	2.5383832454681396
10	3.9464471324380255	3.877063274383545
10	3.8408638797193206	5.2317070960998535
10	3.148241583602626	4.5904154777526855
3	1.6139014011944015	2.069575309753418
0	2.8016725181276625	2.2532482147216797
10	3.6565897225766664	4.848503589630127
3	3.6774968339483136	4.674776554107666
0	1.32797762910485	0.4028223156929016
10	4.467338007468012	5.558070659637451
3	4.319922887820642	3.9662699699401855
10	3.5788221242547102	4.518346786499023
10	2.63352321528679	5.154857635498047
10	3.657513809547363	4.982804298400879
0	-0.822820912474025	0.48958730697631836
0	1.7329420619655653	0.9156751036643982
0	0.4801250547931939	2.640773057937622
3	2.573834869135111	3.1446824073791504
10	3.2689184383630243	4.215226650238037
10	4.453853974204926	5.487030982971191
10	3.8789454797974674	4.694031238555908
10	3.7071769116455244	5.151611328125
3	3.941796297514011	4.026416301727295
3	3.9156210103437292	4.396548748016357
3	2.2728985069715395	2.6021151542663574
10	3.8113857320449807	4.852320194244385
10	2.774961526041346	4.573426723480225
10	3.584073357207037	5.02894401550293
3	0.682388459914882	3.023407220840454
3	2.746178167646161	2.7400100231170654
3	3.6796876851165408	2.941030979156494
10	4.8763634385762975	3.6810390949249268
10	3.1086746438962263	5.3630194664001465
0	1.9469596137382235	1.768959879875183
0	2.935597720938444	3.5500566959381104
3	2.707057660938463	3.31335711479187
10	4.056100473064075	4.86013126373291
0	1.5310297320712085	1.1018863916397095
0	2.471073969931707	3.5654990673065186
10	3.605020549587806	5.66417121887207
0	0.16791616240046847	-0.40093564987182617
0	2.659767790444157	2.9229562282562256
3	3.597166383833854	2.964691400527954
3	1.7113225424581393	2.784329891204834
10	4.188813524768976	5.2598466873168945
10	3.3089436086880903	4.804976463317871
3	2.4282993843695557	2.738571882247925
3	3.11718156037983	3.6900815963745117
0	3.2204742601308	3.43522572517395
3	2.9097605392729156	3.270268440246582
0	2.752706244058884	2.1096532344818115
3	2.4264043416760375	3.2108633518218994
10	3.5746807113425305	5.103889465332031
0	0.08883109816339729	0.3376256823539734
10	2.781305625092371	4.848740577697754
0	2.4902286483804446	2.783967971801758
10	4.399043208074755	4.51666784286499
10	3.1831742251901085	4.362646102905273
0	0.5574280348010133	2.9128530025482178
3	4.411923927253969	4.782190322875977
10	5.899258886334975	4.6531829833984375
10	3.520090178286165	4.895168781280518
10	4.08521412020248	4.460371971130371
0	-1.2415777838906168	-0.7065563797950745
10	4.016257400940015	4.803589344024658
10	4.339467014583268	5.579699993133545
10	4.334021648897788	4.457442760467529
10	3.305201734666371	4.259947299957275
10	3.746331254488267	4.961627960205078
3	2.5697318188100695	3.6742255687713623
10	4.241123078009919	4.722000598907471
0	0.3942584158975415	1.7574679851531982
10	3.6401800696706283	4.29170036315918
3	4.301350196427212	4.162863254547119
0	-0.7924927412689813	-1.280182957649231
3	4.15188931347406	3.794867753982544
0	-0.2550871790309861	-0.12425152957439423
0	1.388692009550782	-0.03523361682891846
0	1.322361701174248	1.8994916677474976
0	3.961557207418065	3.0125718116760254
3	2.7566754313834503	2.74537992477417
3	3.3347087590081315	4.156258583068848
10	4.016436595456014	4.188801288604736
3	2.270916488582215	2.794332265853882
0	2.6697122991112154	3.565948963165283
3	2.633881115329083	2.898534059524536
10	3.627658568995736	4.415695667266846
10	4.199566439677005	5.070418357849121
3	3.803555282004634	3.9288365840911865
10	3.1021959414528713	4.669071197509766
10	3.441000650650212	4.553918838500977
3	1.9173845133596574	3.410151720046997
10	3.154882461006925	4.052942752838135
10	2.3890554088130997	4.943576812744141
3	3.0514014367468274	4.097599983215332
0	2.02993000596742	1.6003835201263428
10	4.204158134285196	4.451266288757324
3	2.2059037255876692	3.1403329372406006
0	-0.35825587792866087	1.1904337406158447
3	2.027232974590361	3.2282042503356934
0	3.2358159716750228	3.222233533859253
3	2.895071117896706	3.6018638610839844
3	3.8030308909896955	3.414754867553711
3	2.9603720894962144	3.4282450675964355
0	0.7647733418979139	0.7690043449401855
0	1.2575382058962026	2.680199146270752
10	3.608035933170429	4.483790397644043
0	2.428962295423589	2.421147584915161
3	4.225268079798847	3.9463632106781006
10	4.289755272831563	5.651374816894531
3	2.8463274928890767	4.031364440917969
0	-1.4536458806778738	-0.6940901875495911
0	3.1484885668907814	3.191317319869995
0	-0.799891720010235	0.04216699302196503
0	1.0825502684902832	2.1181976795196533
10	2.987972549994158	4.628281116485596
10	2.5610999661837277	5.22769832611084
0	1.0344194381639988	2.681189775466919
3	3.9861176456229206	4.428178310394287
3	3.114810528750173	3.7553138732910156
3	4.097448632933611	2.991767644882202
0	1.802821810810717	0.8237298130989075
3	1.290254612158152	1.4516677856445313
10	4.311712700458806	4.766793727874756
10	2.7512049999781225	3.9987008571624756
10	3.3442105845500896	3.8004724979400635
0	3.2674207481646986	3.1806232929229736
0	1.6193819388851551	1.0908145904541016
3	2.976180058077839	3.6693527698516846
10	3.4142271016579198	4.958387851715088
3	2.3898497865155868	2.816272020339966
10	3.97300832571593	5.355976104736328
10	2.085126831368825	4.5602264404296875
0	-0.5714983209147788	-0.7700237035751343
0	3.0982117244689524	3.3016111850738525
3	3.146868823345125	3.6655778884887695
10	4.422842177784271	5.342764377593994
10	2.2974538439977925	4.156760215759277
0	2.595303061171295	0.8942177891731262
10	3.431202765359431	4.857858180999756
0	2.4132369195937993	2.687519073486328
3	3.8089436086880903	4.431381702423096
0	2.9419055297335044	3.342618465423584
3	4.355948871542328	4.52728796005249
3	3.1984536671311115	4.669613361358643
3	4.438734444243423	3.230140209197998
3	3.113548632172007	4.066677093505859
0	1.0344194381639988	1.1125537157058716
0	2.998199420314956	1.1792396306991577
10	3.181652964438991	4.818355560302734
10	3.3931259280000274	3.76521635055542
0	0.6831569637454107	0.9535802006721497
0	3.4717421129821218	3.329455614089966
3	3.242496473439418	2.697101354598999
3	0.5925195849523701	1.4349606037139893
0	3.987505493325198	3.319521903991699
0	-0.8135774683909514	-0.5091898441314697
10	3.954745387703373	4.633738994598389
3	2.092853999064844	3.4581875801086426
3	4.43734483474923	3.9128012657165527
3	3.723479244361488	4.078423976898193
3	3.9247562141148786	4.078454971313477
10	3.3923193164421663	4.993303298950195
3	2.2273669748386062	3.0961148738861084
0	3.0885374397952323	2.743452310562134
0	2.5392824850748346	3.202399253845215
10	4.267442230003646	5.111983776092529
0	2.0034957527876123	1.3550035953521729
0	2.8115523961719004	2.9476449489593506
10	3.7185131875014936	5.012930870056152
0	-0.5714565012428412	0.02812856435775757
10	4.033822801466124	4.928317546844482
0	2.817282979261406	2.5112173557281494
3	2.689210641340396	3.5058510303497314
10	4.17423268346478	5.377499580383301
10	3.250436855346205	4.184192180633545
0	3.156009508397869	2.855402708053589
3	3.3890222212848364	4.289596080780029
3	3.606748481148423	3.8814728260040283
