x.1	x.2	x.3	x.4	x.5	y.1	y.2	y.3	y.4	y.5
3.7197129332816354e-4	3.992832630260238e-4	0.0015816333296675028	9.203877889105649e-4	0.0012333205522734453	-5.296261461047779	-5.652680122684437	-5.0538366476084455	-5.226703301493876	-5.844290339367266
3.6816890806074524e-4	4.12552795185154e-4	0.001846749485209331	9.866279424166416e-4	0.0014210611086844295	-5.259458857252002	-5.6163735812476805	-5.021856837822603	-5.194557760278517	-5.810849725702383
3.5299602404611667e-4	4.2199048514183205e-4	0.002134445570110263	0.001058320270528299	0.001601086524237623	-5.2226562534562255	-5.580067039810923	-4.98987702803676	-5.1624122190631585	-5.777409112037501
3.310576898526506e-4	4.30822963455393e-4	0.0024451472379067927	0.001146767038836322	0.0017793897620036882	-5.185853649660449	-5.543760498374167	-4.957897218250918	-5.1302666778478	-5.743968498372618
3.0740257487543e-4	4.428042253871616e-4	0.0027786079300598076	0.0012634864166942885	0.0019668179609582974	-5.149051045864672	-5.50745395693741	-4.925917408465076	-5.098121136632441	-5.7105278847077345
2.888709734542576e-4	4.622631491807868e-4	0.0031322572294916573	0.0014221834660741578	0.002180590823068246	-5.112248442068895	-5.471147415500653	-4.8939375986792335	-5.065975595417083	-5.677087271042852
2.8389863986198435e-4	4.916283238436161e-4	0.0035055738639262384	0.001639959457620384	0.002436670509962401	-5.075445838273119	-5.434840874063896	-4.861957788893391	-5.033830054201724	-5.643646657377969
3.000653248254914e-4	5.323640057657013e-4	0.003898963774976606	0.0019230843853607622	0.002751845496046361	-5.038643234477342	-5.39853433262714	-4.829977979107548	-5.001684512986365	-5.610206043713086
3.453520073517716e-4	5.852767215684557e-4	0.004310591605872828	0.002278208897034292	0.0031414162253509013	-5.001840630681565	-5.362227791190382	-4.797998169321706	-4.969538971771007	-5.576765430048204
4.3142565971223117e-4	6.476221358195614e-4	0.004741281980536611	0.0027151595249728863	0.003618179639070438	-4.9650380268857885	-5.325921249753626	-4.766018359535863	-4.937393430555647	-5.543324816383321
0.00056464439414857705	7.159823381974855e-4	0.00519545550216169	0.0032263799571289648	0.0041840153586215545	-4.928235423090012	-5.2896147083168685	-4.7340385497500215	-4.905247889340289	-5.509884202718438
7.515156278473129e-4	7.863624691283051e-4	0.005674549323140492	0.0038053747520413136	0.004818412063450263	-4.891432819294235	-5.253308166880112	-4.702058739964179	-4.87310234812493	-5.476443589053556
9.993527683738194e-4	8.539738539295891e-4	0.006183193961585379	0.0044472880795715436	0.005488865982673746	-4.854630215498458	-5.2170016254433556	-4.670078930178336	-4.840956806909571	-5.443002975388673
0.0013180647367074473	9.15405054305284e-4	0.0067316387588435495	0.005142395186055525	0.006151719051381632	-4.817827611702681	-5.180695084006598	-4.638099120392494	-4.808811265694213	-5.40956236172379
0.0017062633966628017	9.686575343578263e-4	0.007324638134609183	0.0058808741999271325	0.00675847770474648	-4.781025007906905	-5.144388542569842	-4.606119310606651	-4.776665724478854	-5.376121748058908
0.0021655991510287523	0.0010128603159172199	0.007969212862501743	0.006659637153550448	0.0072818931551964046	-4.744222404111127	-5.108082001133085	-4.574139500820809	-4.744520183263496	-5.342681134394025
