sample	p.value	med	lq	uq	lw	uw	n	id
10	1.4901161193847648e-8	1.6288219632815322	1.1444953679292933	2.2569381568685998	0.8205118122892108	2.983608685601131	27	1
30	5.96046447753906e-8	1.4174280508579162	0.9565459673884171	1.8318210170347458	0.2062695917002495	2.740460290359698	25	2
35	7.450580596923836e-9	1.5311605364615912	1.1845565207364848	2.0773844882647445	0.6696158332296034	3.161362924869219	28	3
40	2.980232238769535e-8	1.5518998134226163	1.1255263928866883	1.9391047831047004	0.4304198938579673	2.820814669516964	26	4
50	2.980232238769535e-8	1.3686221496594864	1.0115617538111525	2.1007258412617515	0.3408904271892632	2.894603546927844	26	5
60	1.4901161193847648e-8	1.3334136170665642	0.9377338299355094	1.782484653273354	0.5166470400988477	2.8417975453062896	27	6
65	7.450580596923836e-9	1.4122810266128032	1.0769624922107601	1.8804336707627445	0.6204717950934966	3.0749657462622384	28	7
70	5.96046447753906e-8	1.6263693825471348	1.210968216006703	2.044024591740948	0.5034965112783432	2.6887727794226657	25	8
80	3.725290298461911e-9	1.6630330007164877	1.1328856704830952	1.93799737120169	0.5578380469015514	2.5103577826913672	29	9
90	1.4901161193847673e-8	1.4524186034677955	1.1671702885091537	1.90589818027048	0.059078450867164234	2.3501781373596438	28	10
95	5.96046447753906e-8	1.6170751874653808	1.2963417688926044	1.8444665233354858	0.47415463722828244	2.5207853009881873	25	11
100	4.470348358154294e-8	1.1449144491123646	0.8983413090021783	1.7169291223685934	-0.32477441607256563	2.50351233342331	27	12
105	5.96046447753906e-8	1.3193635889821542	0.9114786020373877	1.8545500866362274	0.30825202340196167	3.269157313534487	25	13
110	1.192092895507812e-7	1.419712707329433	1.2562055304927777	2.0371864209049475	0.08473419487452305	3.208657756523202	25	14
115	5.96046447753907e-8	1.441677493428878	0.9572900710685566	1.6450633669442545	-0.07436987274499018	2.0934156180567514	26	15
120	7.450580596923836e-9	1.3576032810661962	0.9774134317870253	1.6708122188587424	0.3019107571097903	2.3486944485378376	28	16
150	0.0061292052268981925	-0.3579497202100672	-0.8387947097199042	-0.04392674727143664	-2.0310966533926056	1.1483751964012647	25	17
155	0.0010166168212890625	-0.4519654490399114	-0.7228512150956011	-0.09222636042606858	-1.6687884970999	0.43732884056966537	20	18
160	0.0020251274108886714	-0.4606722819964175	-1.174841240437555	0.22231629917544016	-1.7672315061344825	0.4254411487992624	25	19
