x.At	x.Sb	x.Zm	y.At	y.Sb	y.Zm
0.08823529411764706	0.023529411764705882	0.08823529411764706	0.0021150269659544374	8.524742037582473e-4	8.862482935519808e-4
0.08923679060665363	0.0252331069414067	0.08978934039369173	0.0021403838391177445	8.461403037198275e-4	8.841575819974547e-4
0.09023828709566019	0.026936802118107516	0.09134338666973639	0.0021433613659555023	8.271550030777162e-4	8.68173823066348e-4
0.09123978358466675	0.028640497294808335	0.09289743294578105	0.002130167414669654	7.962871035680791e-4	8.416451076390626e-4
0.09224128007367331	0.03034419247150915	0.09445147922182573	0.0021088135718007315	7.546897823745708e-4	8.071182886414371e-4
0.09324277656267987	0.03204788764820997	0.09600552549787039	0.002088600489036968	7.033357839450595e-4	7.67675291397352e-4
0.09424427305168644	0.03375158282491079	0.09755957177391505	0.0020794903049849347	6.456842298540203e-4	7.267703146728923e-4
0.095245769540693	0.035455278001611606	0.09911361804995972	0.0020919096188485643	5.838716360970213e-4	6.88053386937566e-4
0.09624726602969956	0.03715897317831242	0.10066766432600438	0.002139166124261157	5.200020719195981e-4	6.551910913580215e-4
0.09724876251870612	0.03886266835501324	0.10222171060204904	0.0022257838410992157	4.5604811296402086e-4	6.316945966063321e-4
0.09825025900771268	0.040566363531714056	0.1037757568780937	0.0023564999558125014	3.937691466971325e-4	6.207642237388371e-4
0.09925175549671925	0.04227005870841487	0.10532980315413837	0.002533767555585815	3.3464968869768353e-4	6.269753688510963e-4
0.10025325198572581	0.04397375388511569	0.10688384943018303	0.0027577626869137507	2.7985932399094137e-4	6.51672535525668e-4
0.10125474847473237	0.045677449061816505	0.1084378957062277	0.0030265410223384768	2.303097506099993e-4	6.956127131130785e-4
0.10225624496373892	0.047381144238517324	0.10999194198227237	0.0033363142049367537	1.8719323230757603e-4	7.594533450484121e-4
0.1032577414527455	0.04908483941521814	0.11154598825831703	0.0036818103104930564	1.4989248448598377e-4	8.432683115744804e-4
0.10425923794175204	0.050788534591918955	0.1131000345343617	0.004056679715022575	1.1824656273637848e-4	9.465931295855643e-4
0.10526073443075862	0.05249222976861978	0.11465408081040636	0.0044542213523807005	9.193183181499607e-5	0.0010684793764260032
0.10626223091976517	0.05419592494532059	0.11620812708645102	0.004867037769125174	7.051449478835225e-5	0.0012075522928668072
0.10726372740877174	0.05589962012202141	0.1177621733624957	0.0052857289312713855	5.3500156064969154e-5	0.001362065949775707
0.10826522389777829	0.05760331529872223	0.11931621963854036	0.005703579479418328	4.0378878607748546e-5	0.0015304035211583206
0.10926672038678485	0.05930701047542304	0.12087026591458502	0.006114396551398278	3.06646179420265e-5	0.0017101490139664619
0.11026821687579141	0.06101070565212386	0.12242431219062969	0.006512618190406122	2.3968150927687657e-5	0.0018973321597845435
0.11126971336479798	0.06271440082882468	0.12397835846667435	0.006893430497414926	2.020126888574963e-5	0.0020889438150178585
0.11227120985380454	0.0644180960055255	0.125532404742719	0.007252913612274196	1.8814098023075547e-5	0.002281739145433481
0.1132727063428111	0.06612179118222632	0.12708645101876367	0.007588229921391986	1.9762019150400966e-5	0.0024722647719209933
0.11427420283181766	0.06782548635892713	0.12864049729480834	0.007897860097688383	2.3129870078916943e-5	0.0026569082534413343
0.11527569932082422	0.06952918153562795	0.130194543570853	0.008181211424280486	2.913279642946532e-5	0.002831975493508539
0.11627719580983079	0.07123287671232877	0.13174858984689766	0.00843968703786672	3.811373222433689e-5	0.002993799519868752
0.11727869229883735	0.07293657188902958	0.13330263612294233	0.008681247104635428	5.053739712319616e-5	0.0031388816483558786
0.11828018878784391	0.0746402670657304	0.13485668239898702	0.008914052663628541	6.698066375745015e-5	0.0032613225666058314
0.11928168527685047	0.07634396224243122	0.13641072867503168	0.009149058033388216	8.821715086821348e-5	0.0033605058169124914
0.12028318176585703	0.07804765741913203	0.13796477495107634	0.009400062455623243	1.1576426532107975e-4	0.0034354192699765102
0.1212846782548636	0.07975135259583285	0.139518821227121	0.009683680299171065	1.49859873600015e-4	0.003485781732265827
0.12228617474387016	0.08145504777253368	0.14107286750316567	0.010019234934296689	1.9134151752414998e-4	0.003512435337401151
0.12328767123287672	0.08315874294923448	0.14262691377921033	0.010428580851912195	2.410290888876424e-4	0.0035173742210830032
0.12428916772188328	0.0848624381259353	0.144180960055255	0.010935856029681022	2.997040943911463e-4	0.0035037081440813557
0.12529066421088986	0.08656613330263611	0.14573500633129965	0.01157289873109493	3.680961847762513e-4	0.003475561769323117
0.1262921606998964	0.08826982847933694	0.14728905260734432	0.01238097138567877	4.4687951536636635e-4	0.003437914479440366
0.12729365718890295	0.08997352365603775	0.14884309888338898	0.013377580202486347	5.366813017484082e-4	0.0033966053684952972
0.12829515367790953	0.09167721883273858	0.15039714515943364	0.01459104010255472	6.383482094433501e-4	0.0033590639357045184
0.12929665016691608	0.09338091400943939	0.1519511914354783	0.0160482798796904	7.539345112866508e-4	0.003331582172507055
0.13029814665592265	0.0950846091861402	0.15350523771152297	0.017773706089687924	8.828078916913241e-4	0.003319916992424264
0.1312996431449292	0.09678830436284103	0.15505928398756763	0.01978800733144119	0.001026010950487553	0.003329385736101292
0.13230113963393578	0.09849199953954184	0.1566133302636123	0.022106985121603216	0.0011849175645466952	0.0033647644002219967
0.13330263612294233	0.10019569471624266	0.15816737653965696	0.024740512944563052	0.001361323317808039	0.00343024070249087
0.1343041326119489	0.10189938989294348	0.15972142281570162	0.027691734601869647	0.0015575264175788422	0.003529417564296685
0.13530562910095545	0.10360308506964429	0.16127546909174628	0.030969598411576687	0.0017763930885595553	0.003665358970741174
0.13630712558996202	0.10530678024634511	0.16282951536779094	0.03457077963270434	0.002021401751625026	0.0038407972308250335
0.13730862207896857	0.10701047542304593	0.1643835616438356	0.03844942429355007	0.002297446457042635	0.004063636389594401
0.13831011856797515	0.10871417059974675	0.16593760791988027	0.0425815781683694	0.0026138841064167998	0.004330516210594307
0.1393116150569817	0.11041786577644756	0.16749165419592493	0.04694143833108844	0.002972553712359861	0.004643012090702987
0.14031311154598827	0.11212156095314837	0.1690457004719696	0.05150358149248481	0.0033793002857947165	0.005002397733883808
0.14131460803499482	0.1138252561298492	0.17059974674801429	0.05624521057021974	0.0038401133412906533	0.005409521260411299
0.1423161045240014	0.11552895130655001	0.17215379302405895	0.061148265092997124	0.004360925581965026	0.0058646277754612645
0.14331760101300794	0.11723264648325082	0.1737078393001036	0.0662012570602733	0.0049473915411178265	0.0063671419128238545
0.1443190975020145	0.11893634165995165	0.17526188557614827	0.07140071595057691	0.005604652280497809	0.00691542901072807
0.14532059399102107	0.12064003683665246	0.17681593185219294	0.07676084218028256	0.00633709279591991	0.007506558315851166
0.14632209048002764	0.12234373201335329	0.1783699781282376	0.08230640381454384	0.0071500347690688455	0.008138499838619254
0.1473235869690342	0.1240474271900541	0.17992402440428226	0.08805406170605133	0.008053308487509216	0.008802374780755132
0.14832508345804074	0.1257511223667549	0.18147807068032695	0.09403952542198259	0.009037256247481607	0.009487635531882782
0.14932657994704732	0.12745481754345572	0.18303211695637162	0.10030443776642048	0.010099877262375604	0.010184630617409676
0.1503280764360539	0.12915851272015655	0.18458616323241628	0.10689449439296025	0.011237423330461504	0.010883009253590047
0.15132957292506044	0.13086220789685737	0.18614020950846094	0.11385733459346625	0.0124444431534208	0.011572353192656225
0.152331069414067	0.1325659030735582	0.1876942557845056	0.12124030372479093	0.013713912465242468	0.012242920374171188
0.15333256590307356	0.134269598250259	0.18924830206055027	0.12908820799698273	0.015037454595979178	0.01288646004636082
0.15433406239208014	0.13597329342695982	0.19080234833659493	0.13744120284612918	0.016405653575098815	0.01349705147483778
0.1553355588810867	0.13767698860366062	0.1923563946126396	0.14636551093710093	0.01780905080967317	0.014071205336033676
0.15633705537009324	0.13938068378036145	0.19391044088868425	0.15589647796287867	0.019237719696337606	0.014608231185050533
0.1573385518590998	0.14108437895706227	0.19546448716472892	0.1660109314619433	0.020678702860480354	0.015120163355113302
0.1583400483481064	0.1427880741337631	0.19701853344077358	0.17671594872173899	0.02212474856595835	0.015619578137793423
0.15934154483711294	0.14449176931046392	0.19857257971681824	0.1880137481694572	0.02357089963539249	0.016123317307624268
0.16034304132611948	0.14619546448716472	0.2001266259928629	0.19990405407695236	0.025015025284243958	0.01665190944332315
0.16134453781512606	0.14789915966386555	0.20168067226890757	0.2123865253903618	0.02645825341682361	0.017228771900509834
0.16234603430413264	0.14960285484056635	0.20323471854495223	0.22546285058454563	0.02790527846198007	0.017879241508315265
0.16334753079313918	0.15130655001726717	0.2047887648209969	0.23913811150167436	0.029364523141961318	0.018629489986092686
0.16434902728214573	0.153010245193968	0.20634281109704156	0.25342105344038546	0.030849381729820293	0.01950538661805711
0.1653505237711523	0.15471394037066882	0.20789685737308622	0.268363464973679	0.032383304717423414	0.020548583497028684
0.16635202026015888	0.15641763554736962	0.20945090364913088	0.2839752493686049	0.03398361016743034	0.021774850512809692
0.16735351674916543	0.15812133072407045	0.21100494992517554	0.3002192513044057	0.035672286764232376	0.0231949676557724
0.16835501323817198	0.15982502590077127	0.2125589962012202	0.3170834568655756	0.03747226187986817	0.02482129726600228
0.16935650972717853	0.16152872107747207	0.21411304247726487	0.3345387069409909	0.039406469007371284	0.02666211326711957
0.1703580062161851	0.1632324162541729	0.21566708875330953	0.35253620975935646	0.041496888299217403	0.02872183427729229
0.17135950270519168	0.16493611143087372	0.2172211350293542	0.3710071587593639	0.0437635941783941	0.031001488506326242
0.17236099919419823	0.16663980660757452	0.21877518130539886	0.3898647270728246	0.046223843346850715	0.03349938114365595
0.17336249568320478	0.16834350178427535	0.22032922758144352	0.40900846310223715	0.048897839533385536	0.03621192939327017
0.17436399217221135	0.17004719696097617	0.22188327385748818	0.42833085296156187	0.05181297939756333	0.039142685003003164
0.17536548866121793	0.17175089213767697	0.22343732013353285	0.4477228138740948	0.054946893778799084	0.042298391638450755
0.17636698515022448	0.1734545873143778	0.22499136640957756	0.46707431554114304	0.0582951295098268	0.04565734412229765
0.17736848163923102	0.17515828249107862	0.22654541268562223	0.48631877084470965	0.06184784081868222	0.049220956718494295
0.1783699781282376	0.17686197766777945	0.2280994589616669	0.5054219545930061	0.06559004765725586	0.05299459335817023
0.17937147461724418	0.17856567284448024	0.22965350523771155	0.5243801810086882	0.06950207649716478	0.0569882340318506
0.18037297110625072	0.18026936802118107	0.23120755151375622	0.5432192400088064	0.073560172351904915	0.06121692282834005
0.18137446759525727	0.1819730631978819	0.23276159778980088	0.5619908854479708	0.07773726812201412	0.06570095045861696
0.18237596408426385	0.1836767583745827	0.23431564406584554	0.5807674274134035	0.082005607723065	0.07046572412323772
0.18337746057327042	0.18538045355128352	0.2358696903418902	0.5996351288325537	0.08633224059057647	0.0755412786233352
0.18437895706227697	0.18708414872798435	0.23742373661793487	0.6186872044885339	0.09067724916785963	0.08100652852767844
0.18538045355128352	0.18878784390468514	0.23897778289397953	0.6380472874808388	0.09501264058198977	0.08686992416960716
0.1863819500402901	0.19049153908138597	0.2405318291700242	0.6578104039478722	0.09931375931571625	0.09315943085002948
0.18738344652929667	0.1921952342580868	0.24208587544606885	0.6780395115661704	0.10356040097081205	0.09990554702176531
0.18838494301830322	0.19389892943478762	0.24363992172211352	0.6988039987498825	0.1077378307528151	0.10713203155741073
0.18938643950730977	0.19560262461148842	0.24519396799815818	0.7201691080763403	0.1118376775417547	0.1148533815160453
0.19038793599631634	0.19730631978818924	0.24674801427420284	0.742200205246592	0.11585867534096653	0.1230726239131876
0.19138943248532292	0.19901001496489007	0.2483020605502475	0.7649676567396042	0.11980539277713219	0.13177962128834003
0.19239092897432947	0.20071371014159087	0.24985610682629217	0.788551729922689	0.12369376117312303	0.14095008475483853
0.19339242546333602	0.2024174053182917	0.25141015310233683	0.8130469507350763	0.12755867799112627	0.1505660323678057
0.1943939219523426	0.20412110049499252	0.2529641993783815	0.8385654016641341	0.1314346342452224	0.1605684081662087
0.19539541844134917	0.20582479567169332	0.25451824565442616	0.8653529713788026	0.13536274342765048	0.1708588975735341
0.19639691493035571	0.20752849084839414	0.2560722919304708	0.8935423229541863	0.13938980002452403	0.18136819345321512
0.19739841141936226	0.20923218602509497	0.2576263382065155	0.9232577155710987	0.14356718070507649	0.19202845586428313
