pos	At	Sb	Zm
4.5	0.2088045443140335	0.2449963683953513	0.25479389006666386
5.5	0.15454212200984116	0.17922357479795056	0.19770047853902836
6.5	0.1421123817449564	0.15385720547290163	0.1600033948253461
7.5	0.12550897548418347	0.1337045428334502	0.16860027494662208
8.5	0.12262713042944524	0.13752655868735206	0.1771333610511793
9.5	0.11658181947742197	0.13171020722049254	0.1655866257440653
10.5	0.1411286770501762	0.12703832795291053	0.13715313222308564
11.5	0.12273543086774004	0.14948131720371802	0.17020763958056834
12.5	0.10768264562438701	0.14357768887142017	0.17852829021000882
13.5	0.15177157517960263	0.13283276147392464	0.1372625974673087
14.5	0.11872846459293918	0.1246589832470031	0.14669454718880126
15.5	0.11193438922068465	0.14759680468059	0.14700621584691292
16.5	0.1411515463892483	0.14609039018640643	0.16512122638466298
17.5	0.117124066668356	0.12624681159408427	0.15770454292711558
18.5	0.12459700598490245	0.14657067116189554	0.17041610431698465
19.5	0.12175563945076025	0.14818529317250495	0.15337921976406127
20.5	0.14555997948711147	0.1299075034682053	0.169365409940056
21.5	0.10970033841622891	0.11947396886889139	0.17767824740196214
22.5	0.13635368829779826	0.14931377119508446	0.16435620999240874
23.5	0.14497993795047848	0.13506700185848722	0.16099870856444634
24.5	0.1260387906387727	0.14419800415939066	0.16114907806201018
25.5	0.12258141286990767	0.16522812695167868	0.13834836612866755
26.5	0.12723539200654732	0.1373971792804712	0.16504691816099876
27.5	0.12898339174484216	0.13892836906797124	0.12914282887360948
28.5	0.12134127760651649	0.12330236043012158	0.1759382872074786
29.5	0.12601354805567283	0.14237679254764382	0.16728590550578376
30.5	0.14288040048616463	0.1264455123397315	0.18072554327106996
31.5	0.12460175231050725	0.1500938840749321	0.1674672032199975
32.5	0.11252213165720923	0.1560552749640339	0.1649513054891294
33.5	0.14664089418393775	0.14144281161207056	0.17369041309018074
34.5	0.13954218713540015	0.1547382236235955	0.14127530319792678
35.5	0.09817241756094743	0.12894188158031444	0.1628519154554091
36.5	0.1151482673437514	0.1536903088614206	0.16592292186642457
37.5	0.12055597166130934	0.14177938623674544	0.15536275233793076
38.5	0.11929490574693069	0.11830961033372211	0.16293898264451473
39.5	0.12901462616398301	0.15074994731562333	0.1728884208194823
40.5	0.1262280851570465	0.14740953389340503	0.1691826303739242
41.5	0.13606391144938781	0.12605268363988376	0.16916468307044208
42.5	0.11561907028860467	0.15305558280489365	0.15714296495163005
43.5	0.12514291140584966	0.136510412770833	0.14743253732360312
44.5	0.11665964316719991	0.1188594926105906	0.15523125832370277
45.5	0.11988572784487339	0.13755245572674776	0.16698920526855565
46.5	0.1039128767158267	0.15125924596621534	0.16179378929334737
47.5	0.1224939634004732	0.13270918207183433	0.15620478607674415
48.5	0.13420407025105155	0.1531204942323281	0.17160355100144012
49.5	0.11484756218501053	0.12134186399591876	0.19999328761431764
50.5	0.15089794862243933	0.16204958892717422	0.14026926050094288
51.5	0.11725627125744559	0.1642262009026276	0.1646243867850024
52.5	0.10907953114595034	0.1525330537918777	0.16651160090587794
53.5	0.12177219383911063	0.1663299287858406	0.176223916611496
54.5	0.12465868498729778	0.1660691746253406	0.16831677082406202
55.5	0.14649606757226952	0.14589502864052997	0.18808132785487303
56.5	0.12334123872891625	0.15696315669195884	0.16502041065553236
57.5	0.1325649422093597	0.1360350764520247	0.15673505195393406
58.5	0.11252838544519725	0.14832814006294454	0.17265504147946117
59.5	0.12727106718130074	0.14369433825615807	0.1596145548078628
60.5	0.11857852833440743	0.15995922742325971	0.1736336481426115
61.5	0.12951617568816498	0.15570817290665762	0.1592873791487247
62.5	0.11789611012862707	0.1798815921452423	0.14507773790640133
63.5	0.13999015347502158	0.15090641447362246	0.16809875791820583
64.5	0.12894779210972002	0.13201771883197375	0.1830095759686097
65.5	0.12092894737222634	0.1426865924046916	0.16440522203514538
66.5	0.13451175510926913	0.15320102438120367	0.18709850848324605
