x.1	x.2	x.3	x.4	x.5	x.6	y.1	y.2	y.3	y.4	y.5	y.6
0	0	0	0	0	0	-7.475733430966398	-4.736779283706738	-6.5689646570595315	-4.625548185425899	-4.912681849387156	-3.828328680691908
2.903114741398353e-4	0.05889309910196164	1.9745365601692963e-4	0.008687530314865296	1.800462998967388e-4	0.011321119309095825	-7.475733430966398	-4.736779283706738	-6.5689646570595315	-4.625548185425899	-4.912681849387156	-3.828328680691908
3.271061699021503e-4	0.05988295052359804	2.1715669576487923e-4	0.00919376803181922	1.7100228464251424e-4	0.011850217113267893	-7.439651475652521	-4.721383238554525	-6.530016636276801	-4.6027864872190145	-4.8774845144738945	-3.8022545825937137
3.6143821199045357e-4	0.0608228996380081	2.2507279597016645e-4	0.009716947989253141	1.4702858976143687e-4	0.012378709896141269	-7.403569520338645	-4.705987193402312	-6.49106861549407	-4.58002478901213	-4.842287179560634	-3.7761804844955194
3.969383334516624e-4	0.061713992609868734	2.2142764394266664e-4	0.010260567474104053	1.1451014795156545e-4	0.012905930965594592	-7.367487565024769	-4.690591148250099	-6.45212059471134	-4.557263090805246	-4.807089844647372	-3.7501063863973245
4.318046537659502e-4	0.06255627964209719	2.0835049238804464e-4	0.010826803868532442	8.111918947617242e-5	0.013431049769692373	-7.331405609710893	-4.675195103097886	-6.413172573928609	-4.534501392598361	-4.77189250973411	-3.72403228829913
4.584500077445333e-4	0.0633500744714441	1.9024603593397033e-4	0.011415294836248825	5.3743035739621275e-5	0.01395394578788964	-7.295323654397016	-4.659799057945673	-6.374224553145878	-4.511739694391476	-4.7366951748208495	-3.6979581902009357
4.673455308109917e-4	0.06409270445881343	1.743368548537373e-4	0.012033675940158719	3.7234049588342956e-5	0.014474637435699095	-7.25924169908314	-4.644403012793459	-6.335276532363148	-4.488977996184592	-4.701497839907588	-3.6718840921027414
4.5316075539780196e-4	0.0647852094242831	1.6945066980531787e-4	0.012679085782584075	3.429944576099025e-5	0.014993091285710962	-7.223159743769264	-4.629006967641247	-6.296328511580417	-4.466216297977708	-4.666300504994327	-3.6458099940045465
4.2164355498217656e-4	0.06543195768571845	1.81964401626734e-4	0.01335695416628608	4.806849537591894e-5	0.015510266122994859	-7.187077788455388	-4.613610922489033	-6.257380490797686	-4.443454599770823	-4.631103170081065	-3.619735895906352
3.899201106591088e-4	0.06603428028171207	2.1361880866802116e-4	0.014070271288728986	8.29789013672275e-5	0.016027063410011692	-7.150995833141511	-4.5982148773368205	-6.218432470014956	-4.420692901563939	-4.5959058351678035	-3.5936617978081578
3.7775336685551264e-4	0.06659371318105226	2.605553979228642e-4	0.014817841947905126	1.4486501859133967e-4	0.01654498118187378	-7.114913877827635	-4.582818832184607	-6.179484449232225	-4.397931203357054	-4.560708500254543	-3.5675876997099634
4.005720635991129e-4	0.06711092540691904	3.14948244508581e-4	0.015610305078887754	2.4158706748146063e-4	0.017065603828139073	-7.078831922513759	-4.567422787032394	-6.1405364284494945	-4.375169505150169	-4.525511165341281	-3.5415136016117685
