sample.name	rep1	rep2
noENH	-3.615081643376043	-4.079534696246581
withENH	-2.588209560312422	-2.6634598497546222
noENH	-2.352047237542249	-2.6595014578714293
noENH	-3.9370097382634053	-4.270420002913821
noENH	-3.5664688869441865	-3.2074102053880202
withENH	0.458210950176031	0.06523812842798327
noENH	-3.681752683021331	-4.084553457602487
noENH	-2.798998678702663	-2.64919496607497
withENH	-1.1944521135990855	-1.6657175903158687
withENH	-2.450790132952526	-1.567979540900394
noENH	-2.2242916903438767	-2.5155325007503526
noENH	-3.5729797177912483	-3.377335206830333
noENH	-2.615081643376043	-3.405886742093206
noENH	-3.3520472375422496	-4.008852409747229
noENH	-4.03654541181432	-4.085834714636398
noENH	-1.3772797710337432	-2.2768308106307433
noENH	-3.230740941320116	-3.0394655680739486
withENH	NaN	-2.1274069495144126
withENH	-0.04993595349429447	-0.12740694951441278
withENH	-0.44225337627305494	-2.1274069495144126
noENH	-3.2265163554583904	-2.491977772771455
withENH	2.349834789131239	2.5355580632080166
withENH	2.0036450867105495	1.8416917056726474
noENH	-3.7205300346253525	-3.8738215733833483
withENH	2.2438708011343156	1.5434463648314285
withENH	2.7728892602158357	2.7888894486839457
withENH	0.35129574625951876	-0.12740694951441278
withENH	-1.1547659267147221	-1.6579216662131926
noENH	-3.4515829110931637	-3.1904843345246263
withENH	-0.08610956604777953	-0.2399111342861423
withENH	NaN	-0.12740694951441278
withENH	-1.8635801236224128	-2.1977962774058106
noENH	-2.2145437137923145	-2.182308021195237
noENH	-3.917613496764876	-4.436713753909265
withENH	1.6281359516183433	0.5355580632080167
noENH	-3.8167155045456935	-3.7626253627151245
noENH	-1.3770819833931638	-1.8132514357850926
withENH	1.6837149722021767	1.3919672095791669
withENH	0.054533489147228775	-0.12740694951441278
noENH	-0.42921509806470914	-0.387287987256538
noENH	-3.6475031210684206	-3.4324767610227935
withENH	0.1687043329810456	-0.6702718865273545
noENH	-2.102068984533902	-1.824553111858326
noENH	-4.043924942179918	-3.739905286215041
noENH	-3.1885485052593703	-3.923617239387429
noENH	-5.292604217879798	-3.05540711194297
noENH	-3.3737423086415683	-3.363529407305302
withENH	1.5837418322598897	0.4388181984974121
withENH	2.759380484896596	0.9628791733064979
noENH	-1.587860174641019	-0.03392738453251898
withENH	-0.33533817235654295	-0.6274069495144126
noENH	-2.570469311981503	-1.8832510870090062
noENH	-3.0041239341219423	-2.4324767610227935
withENH	-0.6937921432690195	-0.8863988500106181
withENH	-0.44225337627305494	-0.29090568179729215
noENH	-4.324032861372653	-4.645981831495254
withENH	4.591610075593229	4.106970497613494
noENH	-2.337096896076278	-3.2898723655799937
noENH	-0.1602864348594646	-0.19146866151899866
noENH	-3.4964371468774242	-3.1277188934826965
withENH	0.33062786892580365	1.2351631298702954
withENH	1.483746042283168	0.4289863990099727
withENH	2.242074931828432	1.6502006291491391
withENH	1.4486565387021786	0.7208518367023151
noENH	-3.9370097382634053	-3.2231459046909006
withENH	2.043173450897187	2.1353850273066994
withENH	3.6951507814707387	2.9760841696600613
noENH	-0.776814581481023	-0.557156244415145
noENH	-3.422436565433647	-2.569980284772728
noENH	-2.987635811333374	-2.891908379660091
noENH	-4.572208635387046	-3.071750463625353
noENH	-0.38061638973902023	0.09298472794970092
withENH	1.3441914579372356	0.9600558917359268
noENH	-3.4515829110931637	-2.1925365336909945
withENH	1.4755867189181742	1.57831963145049
noENH	-3.910776028316338	-2.6313808294368717
noENH	-1.2693068065343134	-0.4942564036760365
noENH	-2.8792711295534374	-3.776431162240155
noENH	1.790910716299794	-0.16529323992560052
noENH	-3.1865293376227175	-2.945489419864935
noENH	-1.3604448588137381	-1.3352376431221185
withENH	3.358815282937118	3.082055996335406
noENH	-3.7353758770937553	-4.309003933175051
noENH	-2.837474064712491	-2.7923727061091768
noENH	-4.043924942179918	-3.8187301145081367
withENH	3.232862634432818	2.659189412376394
withENH	0.39436613212521776	-0.0948594354034702
withENH	-0.9325790028561358	-0.9050145281779645
withENH	-3.4005891844736067	-3.6950914588037334
noENH	-2.730558860795979	NaN
withENH	0.6561333483130737	0.3653432656380297
withENH	2.1704793642715865	1.6201759656708425
noENH	-3.7498119808726567	-3.3352376431221185
noENH	-1.129270763211001	0.24812727002151802
noENH	-4.316505688511508	-3.9659089611038674
withENH	-2.278754643990175	NaN
noENH	-3.276045690819724	-3.818730114508137
withENH	-0.27875464399017535	-0.5162107388461887
noENH	-3.4824438747979247	-3.811056132341419
noENH	1.0915333012643311	1.6959939661810084
withENH	2.6575827961451273	2.7822081649934454
noENH	-1.6689832881433007	-2.069980284772728
withENH	-2.929515951457715	-2.179924684863557
