sample.name	enrichment.pro	enrichment.val
noENH	-2.0278628726227614	-2.405952563067844
noENH	1.8329909807169078	0.7522780408193469
noENH	0.05557953283050693	-1.6930131555889825
noENH	-2.4989148991668015	-2.2744585122073686
noENH	-2.5435960181836297	-2.7572108877522963
withENH	-0.5076348508850155	-1.3519390131726396
noENH	-3.1512312302522325	-3.439795985521238
noENH	-1.3064107262668672	-1.9354043209864136
withENH	0.691144716336825	0.24481702385312668
noENH	-3.8918545754722222	-4.236808735218643
noENH	-1.9651616180595064	-2.831610325537671
noENH	-0.7173042398829179	-3.463892119627324
noENH	-2.451512282658533	-2.2157921969034464
noENH	-3.01375310157829	-3.0944524023562394
noENH	0.779682115301874	-0.06304539505220841
noENH	-4.333478475703613	-4.398404030264524
noENH	-0.3817446676474826	-1.0509468547729213
withENH	-0.030890987669252745	0.08740350459701762
noENH	-2.1960373704648104	-2.161735639550368
noENH	-4.408912212307693	-5.387408473909678
withENH	-0.522571944540212	-1.267498408415385
withENH	-0.5612913537899908	0.4961169875446325
noENH	-1.1706703413945663	-0.5537518166390952
noENH	-1.839567856156525	-2.7698786235625383
noENH	-3.0917030958337692	-2.1598738083983307
withENH	-1.138841910410416	-0.4985691449071854
withENH	-1.231454724567341	-1.5378969900058852
withENH	1.8845578623770995	1.6425420380813385
withENH	2.9524641044223245	1.9218884942745498
withENH	1.0081713154137546	0.40826481204049153
withENH	-0.5460694683590563	-0.7187882661409303
withENH	0.6222736794183319	1.1616870156529737
noENH	-2.9271920053530884	-2.9076622205142257
withENH	1.3566266785088428	0.862838699676475
withENH	1.99864671676326	1.252370470048231
withENH	0.07370526451599721	1.2695555679855186
noENH	-2.0043242500873437	-2.1272954710970593
noENH	-3.1776069788141523	-4.425338541653939
withENH	-1.71734569470727	-0.6739715277191956
noENH	-1.3289728474363969	-1.4168587504866457
withENH	2.4514160442214292	2.5331957085287935
withENH	0.9024212560646736	0.6096320509797718
withENH	0.8556403244697413	0.691181362687867
noENH	-3.4184041748574483	-3.588206258254218
withENH	-1.6244551585133604	-1.5054720446697005
noENH	-0.6476358990784732	-2.4621296861756647
withENH	0.7521919134632677	0.8462298672850306
withENH	1.1216705357321746	0.8410425739684686
withENH	2.858732955768521	2.4118090800843435
noENH	-1.0306581132312427	-0.579348913329921
noENH	-2.584410186859584	-2.6500952276324137
withENH	-1.9927711559646595	-2.388576246494324
withENH	2.7041358509164137	1.8237829010015365
withENH	-2.1701936201549827	-1.8460765698414399
noENH	-2.0108115898266803	-3.3623441418963687
noENH	-2.492712669662347	-2.148851316711943
noENH	-1.4759067438246884	-2.0925285184038636
withENH	-1.4318899805752432	-2.3895076526809427
withENH	1.8358549029449276	0.9407529719702292
withENH	-0.3480392901455755	-1.3577118101143064
withENH	0.15407300278528716	-0.028864047480009397
noENH	-2.2491690127025876	-2.4197310925423734
noENH	-1.3967239499185156	-1.4844675284190445
noENH	-2.222607431992129	-1.4996372725599598
withENH	1.0552646719527385	0.9016864850006459
noENH	-1.037833769041593	-1.2812918232483348
withENH	-1.064682590662514	-0.5572524345585275
withENH	-0.5134522957157273	-0.6617033481585604
withENH	-1.2830177959377167	-0.17754386340791783
noENH	-1.9091409040676721	-3.4793393971463695
noENH	-3.728558128847711	-3.935795252772461
withENH	3.434531941586494	3.6104041189090275
noENH	0.059461611250159474	-0.6316187487593939
noENH	1.0703496483933024	-0.25462746927019203
noENH	-2.2416866025756423	-1.900788903933313
withENH	0.5640714985491488	1.0315583696620167
withENH	2.484871907588607	2.2494156638988656
withENH	1.0227456174584957	0.8359163829458649
noENH	1.871958351807057	1.1063707423026419
noENH	-3.007440127413767	-3.2242911475787492
withENH	2.6526611731678194	1.583239419400815
noENH	-1.5847033740594234	-1.6659062172190262
noENH	-0.8576676704977511	-1.6443936112992266
noENH	-0.38074412651842726	-1.237523601860664
withENH	2.1696122907274846	1.8134523845485173
noENH	-3.4973510563730406	-3.9872006555643487
withENH	2.145226952797847	1.8068314821807347
withENH	0.4677541964730187	0.23052165691970908
noENH	-2.5921704904133516	-3.786766792493004
withENH	-1.2637175981716016	-1.6467210692037137
noENH	0.14107137840802828	-1.3532770639258804
withENH	1.0830474696323245	0.833816174842124
withENH	-1.6218113982418154	-2.0071208928033735
withENH	-1.3020145674663863	-1.6943965418892857
withENH	1.1223951347668513	-0.13655256999060675
withENH	0.9878438099395285	0.9790572460955598
noENH	-2.5834416741362918	-3.811015852856743
noENH	-2.9986953811261854	-2.7530675175583195
withENH	2.170750187763389	1.9581672322553387
withENH	1.5400674738643128	1.3986719629124778
withENH	-0.3022637157008523	0.40801209478845957
noENH	-1.172992021545252	-3.2323190084706277
withENH	0.033069231835403334	-0.8064414484003245
noENH	-0.31457784777004905	0.045375684198276756
withENH	0.07640551282568922	-0.406839184506881
noENH	-2.2530466349354024	-3.0913571344022994
noENH	-2.6522443607980404	-2.6144832894839087
withENH	0.05068875920565952	-1.8161347194365578
withENH	-2.022525080373213	-1.6777845113754688
noENH	-2.6053073844488766	-2.146288635577476
withENH	2.8972354239023437	2.7165941076091493
withENH	-0.1352202514640506	-0.6704522034976114
noENH	-2.299641920058397	-3.1650259882868075
withENH	-1.078948973691125	-0.25640990456017265
withENH	0.42078910282582416	-0.025623219102607925
noENH	-3.0077322249010905	-3.6505047965930526
noENH	0.508595860021426	0.20856163696733343
noENH	-3.2833199242811197	-3.210857091803146
withENH	-1.6704950113656467	-1.4294567324057932
withENH	-0.751373911008463	-0.41314527760579933
noENH	2.452657147333489	1.5625980732199163
withENH	-0.5248577674529258	-0.20511464050414852
withENH	0.8993287062121945	-0.7906161415066957
noENH	-2.2576212273467746	-2.309995452563022
noENH	-2.973809871572184	-3.481687647991291
withENH	3.3165375632277616	2.2570628328244053
noENH	-1.203433772049789	-1.5143294147428512
noENH	0.8125358525711577	0.21336469039196782
noENH	-1.9010347391146911	-3.2804621629187354
noENH	-3.335003154705534	-2.7995704779334543
noENH	-3.4157236695822366	-3.4922274878963098
noENH	-1.9965333943137025	-2.1741289128144023
withENH	0.7607246493559898	1.6511709952874747
noENH	-0.45848053528377464	-1.0948832327855884
withENH	-1.0604995118064642	-0.4649614798692129
noENH	-3.1681738375332316	-3.0669397625679466
withENH	2.2068845373062986	2.094027299105347
withENH	2.403898319323427	2.1229081588871708
noENH	-0.9041975130499731	-1.8079258958749156
noENH	-1.730248027629513	-1.697164766955009
withENH	-1.0928054491569448	-1.748050394765074
noENH	-3.8937832097802083	-3.988984700884756
withENH	-0.6683292988702347	-0.8644163475823723
noENH	-0.4116263892790968	-0.6392096040791463
withENH	-0.1706551159163077	-1.4264267704219527
withENH	1.2476718200404902	1.2806435493817396
withENH	-2.608903683362249	-1.8461593830193468
noENH	-1.1529658822955202	-3.5040404797063123
withENH	-0.8236911839246963	-1.085549970762262
withENH	0.08011148404610982	0.6489001374779941
noENH	-2.4381893865772595	-4.086670639774617
noENH	0.6545988124449256	0.5751271020831669
withENH	-0.7737320425471255	-0.4356969334350245
noENH	-3.1898693590209075	-3.298222697248662
withENH	2.042970012671721	1.9699747951786708
noENH	-0.7228745186855181	-1.4725970081460016
noENH	-3.2651155820439084	-3.311533689772869
noENH	-1.6901917401866762	-2.2959620840759722
withENH	-0.5771557704729339	-1.575473505017805
withENH	-1.020004653831432	-0.569427914277912
withENH	-0.06121695452202855	0.503420796096
withENH	-0.42198476917503325	0.10154265859665758
withENH	-1.0709668357798914	-2.0814380103911025
noENH	-2.830988659653105	-2.8629492337722287
withENH	-0.6634169257262432	-0.5384281593946447
withENH	2.807520985180524	2.581194056854858
noENH	1.5749868785336782	1.4412910388447058
withENH	0.5730437677373728	0.9031708180897899
noENH	-2.768272845829954	-2.3086024745804963
noENH	-2.0669810821386347	-2.1121945945587353
noENH	-1.5108644009888192	-1.708301000377244
noENH	-2.0436054428779276	-3.83457031130958
withENH	0.01522286298527184	0.5834818086179785
withENH	3.5183130413017176	2.9354121306323413
noENH	-1.8998146173338621	-1.975808531353825
noENH	0.5677422738840949	-0.05633409057000871
withENH	-0.20223053093484383	-0.9158523113390685
noENH	-1.5439620476163938	-2.68793163878312
noENH	0.3647295976351874	-1.3896136197973172
withENH	-0.7402195247470187	-0.9649650939082708
noENH	-1.9557466198847575	-2.0959730971746384
noENH	-4.684477981086452	-3.2755037577960104
withENH	-0.7737320425471255	-2.1042318157543654
noENH	-0.43016377671289185	-0.19887975392350432
withENH	2.0340157483615706	1.4714687219415084
noENH	-0.2898633000583424	-2.796952913481927
withENH	-0.6086461862741198	-1.8080014741377313
withENH	-2.7696743759340414	-2.1542528244703663
noENH	-1.5909843500120933	-1.6928433377732168
noENH	-0.7525501918837516	-0.1444013488933127
withENH	-0.6952079496442387	-0.9660341110730732
noENH	-2.812211951046902	-2.1209796154714695
withENH	1.9296269284601648	1.3351260413739108
withENH	-0.8488666748604486	-0.931441183507266
