sample.name	enrichment.pro	enrichment.val
noENH	-2.831630696231957	-3.544367623095142
noENH	0.3844995258726078	-0.9557930265174415
withENH	3.3238740218373017	3.656374428562756
noENH	-2.1176239308777136	-2.428476312535091
withENH	2.0094333017350072	2.5311859301437547
noENH	-1.7266760297170305	-1.693887709637193
withENH	-0.7689092580776457	-0.02856915219677081
noENH	-0.9521823965423551	-0.4466199998405864
noENH	-1.7042939959192203	-2.0498330193276515
noENH	-2.746516364837027	-3.6186111050201055
noENH	-0.24111650030364357	-1.9404262965872738
withENH	0.25761428589952273	-0.5264741771960734
noENH	-3.3400651874822356	-3.4516607129498373
withENH	-0.374126543478271	-1.177027533248661
withENH	1.342706690680357	1.913675915311656
withENH	3.0515189309540833	3.117016444077268
noENH	-1.7094446222737516	-2.5071302037441026
noENH	-2.276533345374264	-1.9254686055957437
noENH	-3.9000624685592262	-4.180269930825904
withENH	-0.09597996453332802	-0.19583149545251732
noENH	-3.1658337792252924	-4.250362219641638
noENH	-3.4014399727688276	-3.536870635388362
withENH	2.2879333144021556	2.1262757939508443
withENH	-0.29749342183143457	-1.0014988648114658
withENH	1.251949141727728	0.9370545591508477
withENH	-0.9920069094598819	0.0626676722613162
withENH	-1.2385898375456104	-1.362543362315113
noENH	-3.4073459150893903	-3.198779129779493
withENH	-0.447267947984765	-0.38752401278961
noENH	-3.8673531633388203	-3.899343645219941
noENH	-1.1160879493824558	-1.7406402324224088
noENH	-2.8614185890577692	-4.473931188332412
withENH	-1.435367999713054	-1.6190621646639922
noENH	-3.1359267169468863	-3.4914288045779758
withENH	1.921232682437561	1.6933896196186653
noENH	-2.825814864033849	-4.1007515881761165
noENH	-1.5456010048780662	-1.5676845092893208
noENH	-2.669880258869634	-2.9896663711263165
noENH	-1.1879091506620072	-1.2306312250765832
noENH	-1.9523307559941356	-2.523537460154637
withENH	1.1426483504671041	1.1967788859341963
noENH	-2.8615127463641343	-3.3937953191013768
noENH	-2.811474634026866	-3.067799228602598
noENH	-1.0116310953510372	-1.733446447366399
noENH	-0.7847773714880979	-2.1485184596728257
withENH	-0.07819164218653041	0.25160302295035314
withENH	1.1678348779167171	1.098350221319541
noENH	-1.1363620484432961	-3.7871741197851656
withENH	-0.6483940728855745	-1.0180264501201046
withENH	-0.08182598094757415	-0.34666762673857376
noENH	-1.34506810352077	-1.3080333307663166
noENH	-2.05081782552116	-2.737591213796466
noENH	-0.2832669006166545	-0.8161800929931626
withENH	0.25174340674691426	0.2556072980030322
noENH	-0.6429756460902478	-2.357037691951622
noENH	0.4333366776015856	0.6545485277780199
withENH	4.360908566126191	4.141665815429783
withENH	3.101594426932772	2.3360024664207097
withENH	-1.2494620564055134	-1.34222237006644
noENH	-2.329600676274805	-3.590875531967413
noENH	-0.6338873815676405	-0.8081726685642592
noENH	-3.884530670089612	-3.528522729063116
noENH	-1.1420505145645776	-1.6297811069634942
withENH	2.537704088504038	1.2188566949063615
noENH	-3.089832232502767	-2.3921472890158815
withENH	0.8435360589679484	0.30932284467514365
noENH	-0.46830564686425913	-1.7981268307430456
noENH	-1.5247599603660615	-1.563444631299555
noENH	0.3462672600278731	0.8391038472827507
noENH	-1.8374043731443968	-1.4677081468949038
withENH	-0.7455389632535265	-0.3541634453083412
noENH	-3.16006837967097	-3.7084223446121456
noENH	-0.8486260510083926	-1.914690923986976
withENH	0.5394767506710257	0.4394922995193171
noENH	-0.3643091257263431	-0.7876765350078372
withENH	0.12342286807256897	0.11345395122947066
noENH	-2.0270031902658423	-2.4871671115377225
noENH	-2.961013761157489	-3.180269930825905
noENH	-3.3953702226502496	-3.1171981880759585
noENH	-2.2310899333237386	-2.5548993731742615
noENH	-3.3463310346360036	-3.9063224029395567
withENH	-0.7907051085233274	-1.0150082420449609
withENH	0.5835333834823077	1.1342925393960404
noENH	-3.4250828098090236	-3.8836784270628426
noENH	-2.5018765713650923	-2.6266901506257136
withENH	-0.4444798055873863	-1.1422570666221226
noENH	-1.237705058629163	-1.8636071659299398
noENH	-0.4821017862511858	-0.3224052148916269
withENH	2.3490625586495155	1.3649121846656147
noENH	-1.503761607856679	-1.1977901048938806
noENH	-2.136342896728262	-1.292454471726166
noENH	-4.091604707653767	-3.9862711143428804
withENH	3.216481841464104	3.0032685693798764
withENH	1.9530017887736306	1.5150252866148155
withENH	1.2382525659981196	1.1176613623559142
withENH	1.6866422058187345	-0.05727739374595864
withENH	1.579284723564608	1.2008969274759553
noENH	-1.940413212326213	-2.405970089855921
withENH	0.9275083776249843	0.9045110204355334
withENH	-1.4630222214188455	-0.9990768426423641
withENH	2.391660614928973	2.6041978132698196
withENH	-0.14943413034769143	-0.2618104184915309
noENH	-3.0905405148161975	-3.2952727335490666
noENH	-2.7622189917616407	-4.237677190169231
withENH	3.167256240465034	3.3501216869879897
noENH	-2.938706319301357	-2.839123497328532
withENH	1.69570442943313	1.5917478204242936
withENH	2.043688939726487	2.116667085809187
withENH	1.8050665413192388	2.2326921466286422
withENH	-0.20249663871590495	-0.9199470944254146
noENH	0.5956870119899127	1.2303232568592457
noENH	-0.35841203088394946	-0.8565661152610352
withENH	-1.0451099097251317	-0.9061617058772995
withENH	0.11357779262778073	0.22682746684087213
withENH	4.043584831568017	3.921960254992635
noENH	-3.323196539850775	-3.2705192520794935
noENH	-2.9828675143992167	-3.053111336459563
noENH	-2.474743485879547	-3.158072871146678
withENH	-0.25503838775880183	-1.0046701797192448
withENH	3.000617425849252	2.8169360506010515
withENH	4.326153223560816	5.19497134463507
noENH	-2.4538118494770913	-3.7488346416999168
withENH	0.22525919598578747	0.691664319775753
noENH	0.5518573053571381	0.9976683068143714
withENH	2.988285245151952	3.8437813584735294
withENH	-1.3538282456765116	-1.0430587633917296
noENH	-2.788104988529775	-3.3465576003693402
noENH	-2.567647045686657	-2.8105001619108885
noENH	-2.596586215425855	-3.9780214859540575
withENH	-2.442659696996958	-2.080271882574001
noENH	-4.341572821527998	-4.207428770470066
withENH	0.6979029562996139	0.7522412679505489
withENH	-0.4095065609581362	-1.2303931207262202
withENH	-0.6185756450356217	-1.4904073160297122
noENH	0.26881557289667435	-0.06790014918355369
withENH	3.764332177212103	3.723363895660368
noENH	-2.7883835773467416	-3.6542336991250286
withENH	1.924341027715345	2.118354661941737
withENH	1.2430559880229908	1.5251966268947748
noENH	-3.0565125289443027	-3.577989437575491
