At_noENH	At_withENH	Sb_withENH	Sb_noENH	Zm_noENH	Zm_withENH
0.20395224466877007	2.2684916904883723	-0.12032730474461364	0.09353738583870758	0.5027548789363387	2.9133974340663
0.146149487522263	2.543210842104828	2.3985635965897356	-0.1347523162400463	-0.2687678816393475	0.8773563012788759
-0.11156361960560213	2.2173912268341134	1.5486626117772664	0.22763987364669047	-0.08601014618584002	1.0619749588404859
0.19918645216814754	2.341929501627799	2.552829821313093	-0.5633564673105069	-0.2382942525522596	2.7472004281941595
-0.667045167347341	2.520243326365471	2.251631903994515	-0.05997382326685807	-0.3085985935005754	0.24367862726977307
0.26147011936373243	2.2940895062812046	2.4564831264850007	0.035251183821303544	0.1040489194497479	2.858223170254112
-0.42022374027089426	2.340665586718063	2.5800990129397303	0.18858158975004774	-0.2231883318483739	2.33596115734573
-0.11970238068753564	2.2006896128838025	2.52361368157676	-0.4760350884601213	-0.15417112470069816	2.3973540801512385
0.2750762284924255	2.591874690392948	2.559465568329924	0.0056889190842681625	-0.4061303393113638	2.668970138864122
0.04213075123647764	2.5398192239564885	-1.621425287754529	-0.29641230924706335	0.06469036423039537	-1.0620159355801373
-0.30891786577272123	2.410633746461796	0.8975608857091799	0.00597392665222396	-0.06813914807336013	2.97644405975023
-0.319328169369388	2.521891166749303	2.856337473292678	0.27747848975011935	-0.021819958554775837	3.0630367755203705
-0.036110471084462345	1.8689320781877257	NaN	-0.09277025964729504	-0.23068519603373555	2.427859806484835
-0.1530474349995021	2.442003614152868	NaN	0.25091220794098157	0.3089450906780372	2.438016319333614
-0.2224296344907639	2.3863156735644537	NaN	-0.31792674666048204	NaN	2.534741551545584
