x.1	x.2	x.3	x.4	x.5	x.6	x.7	x.8	x.9	x.10	y.1	y.2	y.3	y.4	y.5	y.6	y.7	y.8	y.9	y.10
0	0	0	0	0	0	0	0	0	0	-6.35204723754225	-5.728423116451989	-6.672186334220129	-6.106934739705718	-6.210281059264137	-4.873227978865762	-6.239261063558567	-5.422436565433648	-7.254902519321594	-5.794990733390978
6.345381576147008e-4	0.007961379088423643	5.729631924013187e-4	0.009438110084498836	6.255422054171258e-4	0.01844173965727798	0.0013865577930145124	0.010907597049699746	4.650155054738084e-4	0.01648276350792663	-6.35204723754225	-5.728423116451989	-6.672186334220129	-6.106934739705718	-6.210281059264137	-4.873227978865762	-6.239261063558567	-5.422436565433648	-7.254902519321594	-5.794990733390978
7.313724536090326e-4	0.008036817334547986	6.188014313018763e-4	0.009432485929543776	6.818515406282361e-4	0.019383277657950112	0.0014648093267878557	0.010999003837104573	4.3617583164317134e-4	0.016525116541493294	-6.309874994556573	-5.703581918898464	-6.629327757646936	-6.081126491320071	-6.1714461754282315	-4.852095821748982	-6.20409763283221	-5.391800615418285	-7.220484498852342	-5.7765742067351935
8.160908142494504e-4	0.008097395277722063	6.44025471024096e-4	0.009391913411104482	7.230594725347304e-4	0.02036506367370882	0.0014833563341017336	0.01104036726083594	3.571433000604387e-4	0.016523149775510115	-6.267702751570896	-5.67874072134494	-6.586469181073743	-6.055318242934424	-6.132611291592325	-4.830963664632203	-6.168934202105851	-5.3611646654029235	-7.186066478383089	-5.758157680079409
8.839448031092901e-4	0.00814508626316137	6.485734791704774e-4	0.00932133217918932	7.513170130987537e-4	0.021390573723727452	0.0014557595213055812	0.011045473952312288	2.5672485464649025e-4	0.016475261564813635	-6.225530508585219	-5.653899523791415	-6.54361060450055	-6.029509994548778	-6.09377640775642	-4.809831507515423	-6.133770771379494	-5.330528715387561	-7.151648457913836	-5.7397411534236245
9.32791020125774e-4	0.008180294560868087	6.333448954191067e-4	0.009220214862359199	7.719238095046545e-4	0.022484535431865637	0.0014053217507099232	0.01103837251824494	1.621151134589549e-4	0.016391311025167922	-6.1833582655995425	-5.629058326237891	-6.500752027927357	-6.003701746163131	-6.0549415239205135	-4.788699350398644	-6.098607340653135	-5.299892765372199	-7.117230437444584	-5.72132462676784
9.643017348611617e-4	0.00820712051362914	6.013664008095453e-4	0.009089221145044473	7.940933422975745e-4	0.02364876327269846	0.0013614478175105194	0.011045215487611969	8.973016039787331e-5	0.016274936544764952	-6.141186022613866	-5.604217128684366	-6.457893451354164	-5.977893497777484	-6.016106640084608	-4.767567193281864	-6.063443909926778	-5.269256815356837	-7.082812416975332	-5.702908100112056
9.870601280485016e-4	0.008228456026800503	5.572686122395426e-4	0.00893418937681498	8.275319356289344e-4	0.02491099658864181	0.0013473753433251706	0.011099675757179009	4.3376493289093796e-5	0.01612701330249518	-6.099013779628189	-5.5793759311308415	-6.415034874780971	-5.952085249391837	-5.977271756248702	-4.746435036165085	-6.028280479200419	-5.238620865341475	-7.04839439650608	-5.684491573456272
0.0010113521187634625	0.008247185060179437	5.091176357419622e-4	0.008756443662677815	8.816465856166999e-4	0.02627212703141768	0.0013745116476990905	0.011237286160073795	1.8236268041588338e-5	0.015958559145068406	-6.056841536642512	-5.5545347335773165	-6.372176298207778	-5.9262770010061905	-5.9384368724127965	-4.725302879048305	-5.993117048474062	-5.207984915326112	-7.013976376036827	-5.666075046800487
0.0010486295453435153	0.008267275417098393	4.6400056769405296e-4	0.008558343867164126	9.657865300780409e-4	0.027757615804097014	0.0014426616554207546	0.011503772074448658	6.737121706252455e-6	0.015775509000367248	-6.014669293656835	-5.529693536023792	-6.329317721634585	-5.900468752620544	-5.89960198857689	-4.704170721931526	-5.9579536177477035	-5.177348965310751	-6.979558355567574	-5.647658520144703
