x.1	x.2	x.3	x.4	x.5	y.1	y.2	y.3	y.4	y.5
6.074250735215807e-4	6.045425232672075e-4	5.860862927939956e-4	0.0023103308276623984	0.0018264805004885195	-2.053572636470998	-2.046674599876283	-1.8802281144875388	-1.0349267115895615	-1.5818460678992061
6.081874873024349e-4	6.00126415173214e-4	5.743521243464872e-4	0.0025498539732885586	0.002069773620834072	-2.0267126804281834	-2.0204547651809035	-1.8541711724566179	-1.0127431683064605	-1.5551652340196838
5.914002890327077e-4	5.774871965558753e-4	5.413743398219412e-4	0.0027457173914937376	0.002308281251118142	-1.9998527243853688	-1.9942349304855236	-1.8281142304256972	-0.9905596250233593	-1.5284844001401612
5.637390617449302e-4	5.431507285145828e-4	4.915501661705504e-4	0.002891322295865985	0.0025382666953032615	-1.9729927683425543	-1.9680150957901439	-1.8020572883947763	-0.9683760817402581	-1.5018035662606388
5.35434908212774e-4	5.056479738749012e-4	4.310514994304383e-4	0.0029832428413639487	0.0027548327092749274	-1.9461328122997397	-1.941795261094764	-1.7760003463638554	-0.946192538457157	-1.4751227323811165
5.150970530257146e-4	4.7549789461611135e-4	3.6841764539260503e-4	0.00301974637717234	0.0029510238281171956	-1.919272856256925	-1.9155754263993843	-1.7499434043329347	-0.9240089951740559	-1.448441898501594
5.099494151610426e-4	4.607119181802062e-4	3.115087947898581e-4	0.003009042918761484	0.003117150527586485	-1.8924129002141106	-1.8893555917040046	-1.7238864623020138	-0.9018254518909548	-1.4217610646220715
5.261924682833857e-4	4.6656002882745e-4	2.668581733982474e-4	0.002966165720298286	0.003245630769798283	-1.865552944171296	-1.8631357570086247	-1.697829520271093	-0.8796419086078536	-1.3950802307425492
5.635384353889248e-4	4.956377979471083e-4	2.4098950589228625e-4	0.002906784300430314	0.003335861670433667	-1.8386929881284813	-1.836915922313245	-1.6717725782401722	-0.8574583653247525	-1.3683993968630268
6.209682995853692e-4	5.472350587367107e-4	2.3716050818268307e-4	0.002852091015896631	0.0033931620324092224	-1.8118330320856666	-1.810696087617865	-1.6457156362092513	-0.8352748220416514	-1.3417185629835044
6.970409370781958e-4	6.148575009499507e-4	2.561519155895607e-4	0.0028227611704496978	0.0034316080915359473	-1.784973076042852	-1.7844762529224854	-1.6196586941783306	-0.8130912787585503	-1.3150377291039819
7.92867570725582e-4	6.917601968082862e-4	2.977023356017738e-4	0.0028371241599849228	0.0034778467763393363	-1.7581131200000375	-1.7582564182271057	-1.5936017521474097	-0.7909077354754491	-1.2883568952244595
9.104306272034854e-4	7.701823824552871e-4	3.614425881294861e-4	0.0029187404507528434	0.003561922941130716	-1.7312531639572228	-1.7320365835317257	-1.5675448101164888	-0.768724192192348	-1.2616760613449371
0.00105677523986994	8.415628994498296e-4	4.4284926893176015e-4	0.0030812089038121607	0.0037136055298141167	-1.7043932079144082	-1.705816748836346	-1.5414878680855681	-0.746540648909247	-1.2349952274654146
0.0012424317468234585	8.996812216912628e-4	5.382921571917762e-4	0.0033353800659393644	0.003963481345148281	-1.6775332518715937	-1.6795969141409661	-1.5154309260546472	-0.7243571056261457	-1.2083143935858922
0.001483781620570612	9.398930937247921e-4	6.447720966158531e-4	0.00369637717262818	0.004328162305210266	-1.650673295828779	-1.6533770794455864	-1.4893739840237266	-0.7021735623430447	-1.1816335597063699
0.0017875527443572848	9.583549170307326e-4	7.610636576929303e-4	0.00417578287054576	0.004803817097232465	-1.6238133397859644	-1.6271572447502067	-1.4633170419928057	-0.6799900190599435	-1.1549527258268475
0.002158305344185358	9.529356072373541e-4	8.867753073344457e-4	0.004771370346533109	0.005377021756246105	-1.5969533837431498	-1.6009374100548268	-1.4372600999618848	-0.6578064757768425	-1.1282718919473251
0.0025938204205208193	9.249934152602256e-4	0.001024704055547644	0.00548405556482376	0.0060241522290165345	-1.570093427700335	-1.5747175753594471	-1.4112031579309638	-0.6356229324937412	-1.1015910580678026
0.003083559946517929	8.76121173762814e-4	0.001180091862872958	0.006319237870249571	0.006706684662038491	-1.5432334716575207	-1.5484977406640672	-1.3851462159000432	-0.6134393892106402	-1.0749102241882802
0.00359956739187868	8.089090399915312e-4	0.0013609069198859346	0.007251809701542932	0.007387309615228577	-1.516373515614706	-1.5222779059686875	-1.3590892738691223	-0.591255845927539	-1.0482293903087578
0.004112402446494308	7.288570806035729e-4	0.0015711530079479624	0.00826212607977448	0.008036830362570472	-1.4895135595718914	-1.4960580712733078	-1.3330323318382016	-0.569072302644438	-1.0215485564292353
0.004588461628974039	6.434764233687909e-4	0.0018130607676431552	0.009324950843969327	0.008632469008743935	-1.462653603529077	-1.4698382365779281	-1.3069753898072807	-0.5468887593613367	-0.9948677225497129
0.004987692287196312	5.605445037934805e-4	0.002084886276675324	0.010400981309615927	0.009166345074714064	-1.4357936474862623	-1.4436184018825482	-1.2809184477763598	-0.5247052160782357	-0.9681868886701905
0.00528783469089552	4.893864106489498e-4	0.0023758666194138643	0.011454551157522806	0.009645295101353205	-1.4089336914434476	-1.4173985671871683	-1.2548615057454389	-0.5025216727951346	-0.9415060547906681
0.005474823012680075	4.3942875721847657e-4	0.00266709855167442	0.012451636358563802	0.010080401685631464	-1.382073735400633	-1.3911787324917886	-1.2288045637145182	-0.4803381295120335	-0.9148252209111457
0.005546826117270136	4.173252542097904e-4	0.002936370026177738	0.013361242703060982	0.01048436110909466	-1.3552137793578183	-1.3649588977964089	-1.2027476216835975	-0.45815458622893235	-0.8881443870316232
0.005515581894259654	4.2863414223750953e-4	0.0031550470842194754	0.014178441068123365	0.010870009035853489	-1.3283538233150038	-1.3387390631010292	-1.1766906796526766	-0.4359710429458312	-0.8614635531521009
0.005421555414433983	4.7908154770862836e-4	0.003297734338691614	0.014908488997465092	0.011244698450756789	-1.3014938672721892	-1.3125192284056493	-1.1506337376217557	-0.4137874996627301	-0.8347827192725784
0.005305298338340121	5.698127852441041e-4	0.003350728094709841	0.015570517549273423	0.011610945944822768	-1.2746339112293745	-1.2862993937102694	-1.1245767955908348	-0.39160395637962897	-0.808101885393056
0.005211055317139391	6.9922152440118e-4	0.0033082913531860382	0.016214939133831936	0.01197007565602988	-1.24777395518656	-1.2600795590148897	-1.098519853559914	-0.36942041309652784	-0.7814210515135336
0.005185582229344092	8.658971868252467e-4	0.0031716031618332697	0.01689379920136183	0.01232798700190599	-1.2209139991437454	-1.23385972431951	-1.0724629115289932	-0.3472368698134267	-0.7547402176340112
0.005252276865611354	0.0010695801248700976	0.0029671044599675054	0.017673784318921297	0.012698304029488872	-1.1940540431009308	-1.2076398896241303	-1.0464059694980725	-0.3250533265303256	-0.7280593837544888
0.0054199657844915565	0.0013064495479957763	0.002726114181010842	0.018621160201717363	0.013103153044532502	-1.1671940870581161	-1.1814200549287504	-1.0203490274671516	-0.30286978324722447	-0.7013785498749663
0.00568169528036963	0.0015727987260718585	0.0024827563989342984	0.019778924290696612	0.013577407768876849	-1.1403341310153015	-1.1552002202333704	-0.9942920854362307	-0.28068623996412334	-0.6746977159954439
