sample.name	enrichment	prediction
10	2.601424859048669	2.8538477420806885
10	4.349945717442482	3.837209463119507
10	4.2773655175431635	4.6863226890563965
10	0.7847953197285871	3.593383312225342
3	4.114660964729264	3.871156692504883
10	2.6959417712436773	2.638206958770752
0	-0.1661724729241808	0.20139162242412567
10	3.6610107095375075	3.523237466812134
3	4.366610616075805	4.007986545562744
3	3.146868823345125	3.6655778884887695
10	3.627426416103625	4.337046146392822
0	0.4801250547931939	2.640773057937622
0	3.0982117244689524	3.3016111850738525
10	3.0254233123261436	3.885990858078003
10	1.1262775925972428	2.157590866088867
3	2.7310896645444895	2.6489830017089844
3	1.6461323194655386	3.646744966506958
0	3.8393803750736906	3.3187010288238525
0	2.5826955305915638	3.088136672973633
10	3.147971603146762	3.1742916107177734
3	0.6774264057711936	-0.16796211898326874
0	1.5310297320712085	1.1018863916397095
0	1.7329420619655653	0.9156751036643982
0	1.2356211399028318	1.1038697957992554
0	-0.26333584887705697	-0.7986535429954529
0	1.5009838568315887	1.4163932800292969
3	3.3131854752094263	3.8137307167053223
3	4.143283274467452	4.020079612731934
10	2.7967233977790373	3.662648916244507
10	1.0146552560706803	1.885129690170288
3	1.6014248590486686	2.8905081748962402
10	3.5254233123261436	3.769131898880005
10	-0.10674652497429338	0.8631141781806946
10	1.3711803963384988	3.7124340534210205
3	2.9318632786847068	3.636523485183716
3	2.824471202972839	3.2242588996887207
10	3.279496764161306	3.9487156867980957
3	3.2484359082074077	3.5579328536987305
3	2.7006213077293237	3.1967294216156006
10	1.4446196401147637	2.5140955448150635
0	2.471073969931707	3.5654990673065186
3	3.6510571151055324	4.002442359924316
3	2.3098884238257202	2.8514046669006348
3	4.098926229540416	3.220212697982788
10	2.752550260163705	4.476590633392334
3	4.299222866355922	3.6232495307922363
10	3.202984063634621	3.44963002204895
3	2.4255871399079614	2.7039105892181396
0	2.044547047004625	2.7667670249938965
10	4.058375361673643	3.380066394805908
10	2.7152393938999664	3.4286272525787354
3	2.244452349649241	3.1203346252441406
10	4.129473469835769	4.420592784881592
10	2.90888855608014	5.728560447692871
3	-0.06403358000864001	3.064984083175659
10	3.547671636305956	3.817323923110962
3	3.8540203636804486	4.037979602813721
3	2.3615006203528757	2.8227016925811768
10	2.1885776026684	3.2759430408477783
3	3.5609648613568847	3.6166653633117676
10	1.252287859690379	2.1218154430389404
3	4.746966511495062	3.8987364768981934
0	2.4562997456142055	3.305049180984497
10	1.401459555604351	3.481128454208374
3	3.2874473729249183	3.7951221466064453
10	3.271866629760403	1.7809178829193115
10	3.3445397840782007	4.338759899139404
10	2.551621114685923	5.393197536468506
3	2.9074715237941646	3.0583457946777344
3	2.0391472629883713	3.6967766284942627
3	3.2988577855176433	3.1381213665008545
10	3.4847291489058163	3.976438045501709
10	4.024100951698362	4.364458084106445
3	4.225913041471818	3.6341257095336914
3	3.9596789959233765	3.9845049381256104
3	3.674634429616872	3.009258270263672
0	4.347254249489547	3.3280577659606934
0	2.4087467417173807	1.5998399257659912
0	-0.3192175164507014	0.6382448673248291
0	-0.7002190451573425	0.07883688807487488
0	1.7867465490088636	3.8599534034729004
0	0.512967345994862	-0.03417615592479706
3	3.7661864370912426	3.4599997997283936
3	4.016462358327512	2.7697088718414307
3	2.776112857154578	1.5336973667144775
10	2.230818576415473	3.515834093093872
0	3.2204742601308	3.43522572517395
10	3.902890881642065	4.726260662078857
10	1.2595180483225876	3.5852034091949463
0	-0.7696585796406974	-1.5060584545135498
0	0.7342832235973349	2.880115509033203
3	1.6193819388851551	3.377188205718994
10	4.220677809514632	4.309654235839844
3	3.7746045293179282	4.065320014953613
10	2.9486658559659062	3.9159305095672607
10	2.1366304154008144	3.571530818939209
10	3.7582914776625334	4.50308084487915
