sample.name	enrichment.pro	enrichment.val
noENH	1.5256437062797366	0.4745132908624741
noENH	-3.1026789838835898	-3.7087514192991997
noENH	-1.7073302185906436	-1.2055333906111558
withENH	3.0873183207985235	2.772412685571832
noENH	-0.2261473050698279	-2.198623576104672
withENH	3.1598986828946094	3.224430611047198
withENH	-1.6804962882479155	-0.8415459025194567
noENH	-1.9774584258241013	-3.500036970567253
withENH	0.9892620525348529	1.389150160328101
noENH	-4.114625100698225	-3.9610753809803416
noENH	-4.030968592014701	-3.5829131550192064
noENH	-2.155762571615236	-2.773539774130695
withENH	2.9087335152466745	1.6773527192362079
withENH	3.4180864563649793	3.9107575929196594
withENH	3.120161047933033	3.211565527670963
noENH	-4.2234942607887	-4.1662772244271675
withENH	-3.0756202093704568	2.2464450784747347
withENH	2.024132083267949	1.0457290425612753
noENH	1.2391851267494547	0.5558753790553255
noENH	-2.7955709155203206	-3.4257938404655146
withENH	-0.2839205190076189	0.6924544721267188
noENH	-3.5770243078863673	-3.31230906588296
withENH	2.4514269689156514	2.639382675798311
withENH	0.8531574547937845	1.8190611482008068
withENH	2.0115853572672435	2.589146279395827
noENH	-1.0795548353087145	-2.6695398265324313
withENH	0.2991156229504247	1.346145795793865
noENH	-1.3334909018367338	-2.0148554099656435
noENH	-2.6156427554926074	-2.8260034894174426
noENH	-2.4128355439146683	-2.629693314409325
withENH	3.360937859209547	3.401823299027826
withENH	2.8002700696191742	3.879701367008602
withENH	-2.1386835714619186	-1.2592208507559544
withENH	3.2084716022435495	2.91071806530067
withENH	-1.7578026086742788	-0.6804300244020023
noENH	-2.012703601951524	-3.7373763560729967
noENH	-4.177717388202031	-3.3700121954804914
withENH	0.738950045267679	0.8412913825246435
noENH	-1.0970980213542059	-2.808459321207531
noENH	-1.6233825897994905	-2.4899054483456693
noENH	-3.428248578650628	-3.826029689941836
noENH	-1.9739820455032175	-2.431300417048014
noENH	-2.288557873689025	-3.668576431656807
withENH	2.632594761652272	3.4765517692435752
noENH	-2.6886430831918324	-2.1673141559798506
withENH	-1.8381679545244245	-1.472358782249405
noENH	-0.8979835158147393	-1.947832351466136
noENH	-3.5940134110927855	-3.665692628766821
noENH	-3.124706164716869	-3.7512546485835605
withENH	-1.2013370497861466	-0.8204989752150872
noENH	-0.7428722186971974	-1.3907648736613716
withENH	3.648193967929766	3.684917675596073
noENH	-2.9014579284455535	-3.7151283927671255
noENH	-1.1415048732850785	-1.329472271292937
withENH	1.5955419099347121	2.0174198843552666
noENH	-4.71654752949687	-2.6797177473072935
noENH	1.2069315530107336	0.2508966077947971
noENH	2.13981842881608	2.00810218594939
withENH	1.724720643517758	0.5235023413496375
noENH	0.8912114075840959	0.21076986810115442
withENH	-2.032881974658493	-1.1344704897332853
withENH	-1.1450631228880934	-0.35256415680859843
noENH	-3.383220274949979	-3.962361273001912
noENH	-2.6254434730676524	-3.1125854567403684
withENH	0.7034084962369376	0.3934561276334736
withENH	3.6027316015595807	3.5797410799217326
noENH	0.9023756012052327	0.5752449777360806
withENH	3.026847237792807	3.24903609355022
noENH	-2.064071060881265	-3.417299196056679
noENH	-0.5402527094486584	-2.055292614373747
withENH	-2.0083340896698734	1.290930167607393
noENH	-4.0463948899218884	-5.062065824669717
withENH	3.04094405236087	2.6513699648580715
withENH	2.0817556903801524	2.0814030879378
withENH	2.5421014967690123	2.947010290889855
withENH	1.2219737490128355	1.744557218636332
noENH	0.7413232461968682	1.512444727788727
noENH	-3.4553563478549316	-3.8701862873425057
noENH	-1.1613356690557675	-1.7448134559888913
withENH	1.5348557386523336	1.2840535352560634
noENH	-3.7797681716310283	-3.2658675346899093
