pos	At	Sb	Zm
8.5	0.15748268593797052	0.12143774826326563	0.10249712137676273
9.5	0.17178990837527422	0.12241386515575343	0.09185195854983438
10.5	0.13218909966877448	0.13021686566932908	0.0947323424141372
11.5	0.11578268163634019	0.09373541496261285	0.09185195854983438
12.5	0.11773562180066245	0.10534269968548264	0.09990886172255421
13.5	0.1266227900374242	0.10192925787493874	0.08149891993300033
14.5	0.12014453477868113	0.0965635822794192	0.09999235396946418
15.5	0.1365595560717512	0.08788267002523723	0.0685576216619578
16.5	0.1011743450767841	0.10095314098245091	0.09093344517973441
17.5	0.16185314234094722	0.10836727730605192	0.0782635953652397
18.5	0.11201445347786812	0.1170481895602339	0.08912166342178844
19.5	0.10620725254871596	0.08300538257742421	0.05767516629767201
20.5	0.1264679313459801	0.1004654122376696	0.07100384584232887
21.5	0.13752312126295865	0.12592551211817882	0.07838124353134009
22.5	0.15898825654923215	0.06242257014472802	0.07322235411736473
23.5	0.08732309545317675	0.12784855688331653	0.03955734871821243
24.5	0.09434909163906453	0.0737622634608933	0.08616365238840727
25.5	0.13791026799156877	0.1001699506169776	0.08873428214817412
26.5	0.10880256950717657	0.0971732432103958	0.08098713307999027
27.5	0.10538994278831677	0.07090622593009947	0.08068191877952544
28.5	0.10880256950717657	0.094246870741708	0.07322235411736473
29.5	0.11623005118940076	0.1352864202412314	0.07032888016269138
30.5	0.12686941684231656	0.10595236061645927	0.0680458348089477
31.5	0.15236374585968082	0.11187544049172887	0.08068191877952544
32.5	0.1593897420455686	0.07083589099220548	0.08594796408388991
33.5	0.13008130081300812	0.08553808827353854	0.08327017843373394
34.5	0.15577637257854063	0.10009961567908363	0.08091523697848448
35.5	0.10145229657424779	0.06233613512894229	0.08068191877952544
36.5	0.18829669778179264	0.09436392564045552	0.07056219836165042
37.5	0.11951914390938782	0.12650730283516792	0.06515236085427437
38.5	0.1304827863093446	0.10314304304651896	0.06003660910120248
39.5	0.13939267597804184	0.08846446074222636	0.09944680127253712
40.5	0.1521630031115126	0.0883282824237869	0.0893702185155656
41.5	0.14119936071155584	0.08096563129121383	0.07615246438466053
42.5	0.11562782294489611	0.0678436751429722	0.09611999369222701
43.5	0.10145229657424779	0.07950244505686993	0.0942702819641201
44.5	0.14453477868112016	0.11173926217328942	0.07929630593987169
45.5	0.1845597943158919	0.10876616974374806	0.05285812749678395
46.5	0.16621499548328816	0.06768965553935705	0.08576695507539296
47.5	0.13442429296087835	0.08242881752555774	0.0729171398168999
48.5	0.1011743450767841	0.10280612516361083	0.06506087784172489
49.5	0.11997081509276632	0.12937049226191816	0.11432929428423606
50.5	0.11924119241192412	0.10573249763229865	0.08835521472960146
51.5	0.16694461816413037	0.11181225744979129	0.09349996659084377
52.5	0.1922312556458898	0.10254009130282102	0.08964934455670573
53.5	0.13803766242790633	0.05913755301341063	0.08055866831980121
54.5	0.13369467028003615	0.09083460142806976	0.09094347438380998
55.5	0.14255437426169135	0.09162028741584537	0.08691678442687864
56.5	0.17416440831074978	0.08644504272503804	0.08835521472960146
57.5	0.15881453686331737	0.08576754247846974	0.07268135632873184
58.5	0.14887082204155377	0.11190448320262203	0.10129651300064403
59.5	0.14616774372871935	0.0769884250724063	0.07009309667452332
60.5	0.1127371273712737	0.11483085567130986	0.08059043576697594
61.5	0.13911472448057816	0.10332577729059664	0.062328317711897785
62.5	0.14887082204155377	0.06508252370361699	0.08576695507539296
63.5	0.11773562180066245	0.08555851587356347	0.08421087660656974
64.5	0.14814814814814814	0.10605173826524641	0.08059043576697594
65.5	0.08882866606443843	0.11774861302912944	0.06988301066362977
66.5	0.15176151761517614	0.11775722813999767	0.08404144863925396
67.5	0.12134899126769047	0.09726400574831473	0.05694171239258723
68.5	0.17344173441734417	0.07620273908463068	0.08059043576697594
69.5	0.2050587172538392	0.0914112608109391	0.07247127031783829
70.5	0.0939476061427281	0.071813180381598965	0.10891749976025798
71.5	0.13640469738030714	0.11153543511907082	0.05952997204679573
72.5	0.11562782294489611	0.07034999414725507	0.05448316390768524
73.5	0.1438572719060524	0.09397720030694395	0.08023604928046381
74.5	0.15356820234869015	0.06742362167856725	0.0726009814871448
75.5	0.1474706413730804	0.07027358331057265	0.0776477896262553
76.5	0.17524841915085818	0.044012641929064726	0.049223152352358274
77.5	0.1411472448057814	0.06734721084188484	0.09058908789729786
78.5	0.11924119241192412	0.09083460142806976	0.06734096993181785
79.5	0.16644083107497742	0.07027358331057265	0.060824101873899986
80.5	0.16621499548328816	0.08498185649069413	0.08675291733838168
81.5	0.16282746160794942	0.09661093552876297	0.04917693342996169
82.5	0.17344173441734417	0.06463026614027433	0.049223152352358274
83.5	0.13786236347211958	0.09514774929441908	0.0776477896262553
84.5	0.13008130081300812	0.06463026614027433	0.0802822682028604
85.5	0.15592921080725958	0.09368456306007517	0.05952997204679573
86.5	0.13730803974706413	0.07914507358496589	0.06734096993181785
87.5	0.1523158413402316	0.07027358331057265	0.08023604928046381
88.5	0.16982836495031617	0.07329232864759026	0.06475271027760934
