x.1	x.2	x.3	x.4	x.5	x.6	x.7	x.8	x.9	x.10	y.1	y.2	y.3	y.4	y.5	y.6	y.7	y.8	y.9	y.10
0	0	0	0	0	0	0	0	0	0	-4.298678263093235	-3.3280373928275786	-3.594519792624605	-3.1353080576679777	-3.098179360859378	-2.994400153696891	-3.5587586005085585	-3.2183947004604674	-3.629436751067068	-3.6083026211919815
5.546016158403938e-4	0.002895165267425493	0.0030113106389539944	0.0018075501857280423	0.002116486915594891	0.002613365095097083	0.0017673305141745026	0.0014247071394290923	0.00215474837648446	0.0010612002642028588	-4.298678263093235	-3.3280373928275786	-3.594519792624605	-3.1353080576679777	-3.098179360859378	-2.994400153696891	-3.5587586005085585	-3.2183947004604674	-3.629436751067068	-3.6083026211919815
5.353558752165419e-4	0.0028922853931429553	0.003146705810935621	0.0017721412535387881	0.0023836980548497116	0.00272286299955032	0.001823452640890082	0.0015121716410489768	0.002402333048165093	0.0010673987569669557	-4.265648162073314	-3.3034304010655786	-3.5645735621410424	-3.0993590039137273	-3.0701334653412977	-2.963847017470434	-3.5312758875314767	-3.186804142319435	-3.602631049705678	-3.580161250729177
4.818286155443283e-4	0.002858469860842983	0.0031108376907921067	0.0016712652154463907	0.002632591467247486	0.002760756313286434	0.0018402999602697427	0.0015977852592370001	0.0025999234155130555	0.0010416947006563915	-4.232618061053393	-3.278823409303578	-3.53462733165748	-3.0634099501594774	-3.0420875698232175	-2.9332938812439773	-3.5037931745543953	-3.1552135841784024	-3.575825348344288	-3.5520198802663723
4.0501496182859635e-4	0.0027937182416872346	0.002907769723461262	0.0015131622617854175	0.002863796090381141	0.0027322568104518924	0.001828647333017865	0.0016996442622272245	0.0027433321865829286	9.992355490147365e-4	-4.1995879600334725	-3.254216417541578	-3.504681101173918	-3.027460896405227	-3.0140416743051377	-2.90274074501752	-3.4763104615773135	-3.1236230260373694	-3.549019646982898	-3.5238785098035676
3.176519233367222e-4	0.002707537527361142	0.002563902235693443	0.0013174727759323946	0.003082112266244418	0.002641612312229425	0.0018045614754118983	0.001835308402882215	0.002833621306805694	9.570985443663873e-4	-4.166557859013551	-3.2296094257795778	-3.474734870690355	-2.991511842650977	-2.9859957787870575	-2.8721876087910636	-3.448827748600232	-3.092032467896337	-3.5222139456215076	-3.495737139340763
2.3203229112681148e-4	0.002604180648161661	0.0021402519015545577	0.0011044719722534569	0.003297113547577256	0.002494848956758748	0.0017858336869229349	0.002019140382880214	0.0028777949387062715	9.295995977906443e-4	-4.1335277579936305	-3.205002434017578	-3.4447886402067924	-2.9555627888967266	-2.9579498832689772	-2.8416344725646066	-3.4213450356231503	-3.0604419097553044	-3.4954082442601173	-3.467595768877958
1.5838674741044373e-4	0.002492933172719824	0.0016907257670956562	8.922529472827747e-4	0.0035214098823057186	0.002310813731239193	0.0017862890929984344	0.0022617342384292404	0.002890050780789526	9.272764942835584e-4	-4.100497656973709	-3.180395442255578	-3.41484240972323	-2.9196137351424762	-2.929903987750897	-2.81108133633815	-3.3938623226460685	-3.0288513516142714	-3.4686025428987275	-3.4394543984151533
1.0102288955828888e-4	0.002381568378875288	0.0012636244311690374	6.997935065299765e-4	0.003767416556548134	0.002109351250470579	0.0018179852878425003	0.002568262756491282	0.00288829870802273	9.524811595683867e-4	-4.0674675559537885	-3.1557884504935774	-3.384896179239668	-2.8836646813882263	-2.901858092232817	-2.780528200111693	-3.366379609668987	-2.997260793473239	-3.4417968415373372	-3.4113130279523487
6.002766412408239e-5	0.0022796195494785235	8.983983187668708e-4	5.399780048208476e-4	0.004048146119464687	0.0019120533327330886	0.0018901692140683626	0.002925751915717293	0.0028855984572381797	9.974066429589703e-4	-4.034437454933867	-3.1311814587315774	-3.354949948756105	-2.847715627633976	-2.873812196714737	-2.749975063885236	-3.3388968966919053	-2.9656702353322064	-3.414991140175947	-3.383171657489544
3.31358618524455e-5	0.002193536421499567	6.161671093305676e-4	4.223764210654888e-4	0.004378081797685461	0.0017455110410552704	0.0020056455861195343	0.003318226566906349	0.0028903958440182074	0.0010505655726563213	-4.0014073539139465	-3.1065744669695774	-3.3250037182725425	-2.8117665738797255	-2.8457663011966567	-2.719421927658779	-3.311414183714824	-2.934079677191174	-3.388185438814557	-3.3550302870267394
1.6967085515414542e-5	0.002134413173619901	4.203704084839195e-4	3.562763930454271e-4	0.0047627783203491895	0.0016314088946482654	0.0021684165190781835	0.0037233295959053876	0.0029039497401652558	0.0010983562497700317	-3.968377252894025	-3.081967475207577	-3.2950574877889802	-2.7758175201254756	-2.8177204056785765	-2.688868791432322	-3.283931470737742	-2.9024891190501414	-3.361379737453167	-3.326888916563935
8.322432907115486e-6	0.002105206115897032	3.0874032525338494e-4	3.5555014957435057e-4	0.0052066977921705155	0.0015919968780925922	0.00238590623014745	0.004111774783052011	0.002919455732340271	0.0011283244687742256	-3.9353471518741046	-3.057360483445577	-3.265111257305418	-2.739868466371225	-2.7896745101604967	-2.6583156552058655	-3.2564487577606602	-2.8708985609091084	-3.3345740360917766	-3.29874754610113
3.9345566035596506e-6	0.0021132434497539254	2.7593049392304084e-4	4.2845972198115033e-4	0.0057116158861794985	0.001657371101102076	0.0026655871818844473	0.004458364273294125	0.0029271935676336777	0.0011372200735634615	-3.902317050854183	-3.032753491683577	-3.2351650268218552	-2.703919412616975	-2.7616286146424165	-2.6277625189794085	-3.228966044783579	-2.839308002768076	-3.307768334730387	-3.270606175638325
2.1347616801532988e-6	0.002161963671023553	3.206702334246724e-4	5.914613928750867e-4	0.0062747170167473006	0.0018367136316901724	0.003013229189759409	0.004742366641527468	0.0029166799981683207	0.001129125268910347	-3.8692869498342626	-3.0081464999215766	-3.2052187963382925	-2.667970358862725	-2.7335827191243363	-2.597209382752952	-3.201483331806497	-2.8077174446270434	-3.2809626333689965	-3.2424648051755205
2.134109705427954e-6	0.0022507732037695054	4.3279501670679717e-4	8.717232455168984e-4	0.006883330512397718	0.002143109255208509	0.003436631477567406	0.00494374381121843	0.0028803446698126493	0.0011153331470901068	-3.8362568488143416	-2.9835395081595766	-3.1752725658547303	-2.6320213051084744	-2.705536823606256	-2.566656246526495	-3.1740006188294156	-2.7761268864860105	-3.2541569320076063	-3.214323434712716
4.072943464391824e-6	0.002384826283387832	6.064792685288428e-4	0.0013031690009829623	0.00752615582900747	0.002599219541627112	0.003946613828516748	0.005059985110529544	0.002821221339003938	0.0011147678782703655	-3.8032267477944206	-2.958932516397576	-3.145326335371168	-2.5960722513542245	-2.6774909280881762	-2.536103110300038	-3.146517905852334	-2.744536328344978	-3.2273512306462164	-3.1861820642499112
9.431131056292654e-6	0.0025564851553256875	8.322862129219517e-4	0.0019116952560538475	0.008191321726355465	0.0031995963295283073	0.004541480571921745	0.005100232036810893	0.002748818338423417	0.001145485322790701	-3.7701966467744996	-2.934325524635576	-3.1153801048876053	-2.560123197599974	-2.649445032570096	-2.505549974073581	-3.1190351928752524	-2.7129457702039455	-3.200545529284826	-3.1580406937871066
2.1060444849096915e-5	0.0027674206192627123	0.0010954864247627856	0.002729379449119314	0.008866725745029773	0.003940038286981913	0.005212966666887542	0.005081963794821693	0.002679847168271664	0.0012217777384825417	-3.7371665457545786	-2.909718532873576	-3.0854338744040426	-2.524174143845724	-2.6213991370520158	-2.474996837847124	-3.0915524798981706	-2.681355212062913	-3.173739827923436	-3.129899323324302
4.399391256740158e-5	0.0030098470334277766	0.0013714213424292012	0.0038017466086810205	0.009543735546806011	0.0048207662249103505	0.00594920350108336	0.0050353931714087	0.0026390522971868886	0.0013521934895521929	-3.7041364447346576	-2.8851115411115758	-3.0554876439204803	-2.4882250900914737	-2.5933532415339355	-2.4444437016206675	-3.0640697669210892	-2.6497646539218804	-3.1469341265620456	-3.1017579528614974
8.587359443062451e-5	0.003279036227715869	0.001633499953547507	0.005141769602863694	0.010219033337409495	0.005824237017231378	0.006734879162356834	0.005008255909627102	0.0026482806734058695	0.0015417327017192444	-3.6711063437147367	-2.8605045493495758	-3.025541413436918	-2.4522760363372234	-2.5653073460158557	-2.4138905653942104	-3.0365870539440074	-2.6181740957808475	-3.120128425200656	-3.0736165823986923
