sample.name	enrichment	prediction
3	2.6966451148902113	2.749504804611206
0	-0.2731737559914359	0.03443014994263649
10	2.2481612731027774	2.768437147140503
10	-0.008889401760868332	1.7924652099609375
0	1.0636760418619209	0.35181012749671936
10	1.8669218014090516	1.9795664548873901
10	0.8539266554850071	1.865409255027771
0	0.4772577434308133	1.6446521282196045
10	1.546211875210445	2.6171088218688965
3	1.6853858881390522	1.0832571983337402
10	2.0612492140086363	2.497464418411255
10	1.6446060301262817	0.9092344045639038
0	1.8215852679020668	2.004774332046509
0	0.880409118935038	1.9485948085784912
3	2.1827613578633316	1.5839911699295044
10	1.844271164213825	2.733783006668091
3	1.4378373140016558	0.520515501499176
0	1.4852635172434232	1.705064296722412
3	0.5651398375006245	0.3429504930973053
3	2.032765953495664	3.3019657135009766
0	0.6632489488136679	1.4084322452545166
0	1.4962342925366747	1.5807875394821167
0	0.11063080619891308	-0.4448358714580536
10	2.598373595226149	2.607145309448242
3	1.2768154953381836	-0.13566924631595612
0	-0.7495379585913924	-0.8764984011650085
3	1.948333784889343	2.5284111499786377
0	2.1174019079083046	0.7023701071739197
0	-0.83461971001961	-1.4097214937210083
10	1.1469140796820756	1.555460810661316
3	2.282250337514969	2.0877528190612793
3	2.092943554751994	0.8091325163841248
10	1.6631866677542106	1.2842004299163818
3	2.424583806854406	1.718123435974121
10	0.4901222096908413	2.2749218940734863
0	1.7966655502385867	2.587449789047241
10	1.577501243141157	2.8375115394592285
0	0.2900536705484037	-0.3969307541847229
10	1.1509430237206364	1.5874924659729004
0	0.9976781131469774	0.06620034575462341
10	1.8859048699484928	0.7880764007568359
10	1.565552109292475	1.9271752834320068
10	2.4106054121806673	2.9932870864868164
0	1.4651569952860037	2.0028038024902344
10	-0.2846677497780712	2.2441229820251465
3	1.3704241674050173	1.1819005012512207
3	0.9876788431861496	1.1403619050979614
0	2.322838695707354	-0.5392131805419922
0	-0.502076756755778	-1.3495107889175415
0	-0.8826690315409567	-0.9762623310089111
3	0.7907735269974963	1.7143499851226807
3	1.9767798328203483	1.1999621391296387
10	2.3896039178681416	3.3173680305480957
3	1.8822238331977654	2.7286341190338135
10	2.6111125349414888	2.256455183029175
3	2.416309848764774	1.9100053310394287
10	1.6924834110505051	2.1912453174591064
10	2.1463680066138884	2.236095905303955
10	1.383966570732853	2.6199514865875244
3	0.7245850411706839	2.1287145614624023
3	1.2711541463525917	1.0890467166900635
0	0.03562390973072138	-0.7178990840911865
3	1.9601005314649986	2.0538523197174072
0	1.3807628600506137	0.9368983507156372
0	-2.028536243706793	-0.41351553797721863
10	1.5878433934128098	0.868333637714386
3	1.5078580708516331	2.0673842430114746
3	2.0395842856708835	2.746350049972534
10	1.9578342253459562	1.8947358131408691
10	1.5881253154525776	2.4332118034362793
0	0.12033435915324542	-0.18758909404277802
10	2.0848221680020322	1.8163408041000366
10	2.193004918339656	3.1796112060546875
3	1.5893051081226734	1.4734547138214111
0	-0.981002592903266	-1.175797462463379
3	0.297667002862534	1.12680184841156
3	1.2097797402456023	1.7167787551879883
0	1.5576348171055607	2.34377121925354
0	0.8902586255763056	1.278531551361084
10	1.4493091065690882	2.5163209438323975
10	2.3406805206536916	1.9466979503631592
3	1.6332526723464347	2.301366090774536
10	1.750421832435212	2.0241994857788086
3	1.9564054085973257	2.4038305282592773
0	0.3926113837205706	-0.4414043128490448
3	0.7620565751290366	-0.17228887975215912
10	1.703685292789651	1.500280737876892
0	-0.47039356723584	-0.8812698125839233
0	-0.10115975757012108	0.8594678044319153
0	1.1698454201981836	0.6761521697044373
0	0.2761927356810856	-0.31630459427833557
0	-0.06021866754250027	-0.29880717396736145
10	1.5858615161311438	1.6459481716156006
