pos	At_leaf	At_proto	Sb_leaf	Sb_proto	Zm_leaf	Zm_proto
5.5	-0.07929304642483173	-0.029402363287863657	-0.25884248773077373	0.030671928390559725	-0.22132050907387163	0.04059772909602104
6.5	-0.07206129060091876	-0.033260747888220664	-0.2610598741788423	0.023576384661136367	-0.22001976927829023	0.02739980291110902
7.5	-0.08505306915115686	-0.02849486455970367	-0.27844143653406417	0.024764693489084964	-0.23577389404493312	0.03155144899909979
8.5	-0.08329806466060106	-0.02785387435074467	-0.28094795522385946	0.027474470162705555	-0.23970165603447033	0.03138699234346201
9.5	-0.08187689243408028	-0.02736364983839035	-0.2838583845067208	0.022018574130542173	-0.23915584993797173	0.032072181574061685
10.5	-0.08191654388580576	-0.020259625852566843	-0.2892988351975823	0.020148972792617684	-0.24382368950192215	0.030554205353559374
11.5	-0.08260452878446609	-0.019449998921431528	-0.28746864544894557	0.021785781018718354	-0.24450748088305965	0.031088870836927483
12.5	-0.07895634332225579	-0.015140051072582603	-0.2871868824003222	0.02455367750935654	-0.24343736739812655	0.03397339470822067
13.5	-0.08582606430207652	-0.017278377899593463	-0.29192917235503574	0.02355238899769916	-0.24528252262172545	0.034194821905216666
14.5	-0.08395465361782067	-0.013987511657091594	-0.29497891432135226	0.025740537841077684	-0.2434185665430142	0.035447249365895474
15.5	-0.08008630466569347	-0.012398393339351173	-0.2916178402238527	0.032303489169608235	-0.24565206503781442	0.035563265865587564
16.5	-0.07472815719761804	-0.012040868089732374	-0.2919378216307669	0.03428868749546589	-0.24691698252344912	0.03643215342660264
17.5	-0.07464143514423659	-0.008365251000909879	-0.28978027290788927	0.03640260880466489	-0.24284395047784463	0.03890585149683004
18.5	-0.07118993676385983	-0.0050443409506605455	-0.28845031939413374	0.036641702856052574	-0.2435276350393601	0.03952077212310117
19.5	-0.07300734553061834	-0.005057233258087566	-0.2867412222674599	0.042473385212894225	-0.24645158456811506	0.040539274931111056
20.5	-0.07039392302506368	-0.010206607859853629	-0.2833034616231085	0.045538936283267245	-0.24616457263565142	0.040954782191188296
21.5	-0.06797220255123827	-0.011448449672991252	-0.28418342666992735	0.04521701124927043	-0.24393487887595725	0.04358850629926974
22.5	-0.0645073986372825	-0.007382339673285939	-0.28479487941818293	0.04445099623373963	-0.24555772424520972	0.040049977915412066
23.5	-0.0584135637480669	-0.005299057647776388	-0.2809552860251505	0.046615699929396764	-0.24917384588407177	0.039572889496311894
24.5	-0.06123184448302833	-0.00882673913160724	-0.27851943927917044	0.04750321329725591	-0.24764869592160257	0.03977836233366708
25.5	-0.062193525022453885	-0.006964355395718634	-0.27978418527535054	0.043168176447662625	-0.24912797881191936	0.03629744847682304
26.5	-0.06736681810754527	-0.010000289733965873	-0.2788304866478367	0.04240210013498958	-0.24768412418263575	0.03871453161035877
27.5	-0.06683802911196325	-0.009175795365313526	-0.27786976670122937	0.04437175032849424	-0.24895565155423932	0.037301563473072605
28.5	-0.0735269443206993	-0.014204232416863359	-0.27673913393165805	0.046557095841017096	-0.2503321104337404	0.035170302416650236
29.5	-0.07466267984933861	-0.013984616040799954	-0.2795928740285548	0.04272090538351256	-0.2483051191834348	0.03355128759532602
30.5	-0.07427379947104515	-0.01112710098742008	-0.28403854316373817	0.040095133515529666	-0.24692902476098122	0.033893351928911866
31.5	-0.07583279855892198	-0.012844129259493332	-0.2824100043288616	0.04135276668750779	-0.24906502577978684	0.03168149775498622
32.5	-0.07615986454780839	-0.01160897554644773	-0.2825675453052598	0.042959136731107496	-0.24836479592298208	0.03413021677586052
33.5	-0.07639320228055985	-0.010691807338253647	-0.28227678301207865	0.0422807380862748	-0.24568400218586442	0.0335836982975019
34.5	-0.07373917854292311	-0.0048156822583071265	-0.27963257799897495	0.04175127485311589	-0.2465837543753323	0.0370793309511572
35.5	-0.07388153524063795	-0.0031198996870551556	-0.27687798975017464	0.04426841389657298	-0.24022462349971702	0.04197652620611667
36.5	-0.07255482369271446	5.850687663690333e-4	-0.27607402930553804	0.04708628699294632	-0.2407835279185746	0.03871422513071326
37.5	-0.07175004899047527	-0.0017301753472359518	-0.27533890580741865	0.047520892315209395	-0.23804343161596125	0.03991513659752562
38.5	-0.06765231645108714	6.637284140516318e-4	-0.2761594504722057	0.04623795438030465	-0.23778971753260966	0.04231347206956279
39.5	-0.06500297329548807	0.0010840188294030495	-0.2762392376321411	0.046102133685257396	-0.23594421348999686	0.04382771929274701
40.5	-0.06242324431533953	0.0026729137308708546	-0.27165951902844554	0.04977368057688749	-0.23464300044460276	0.045971597310830135
41.5	-0.06486080774832449	0.0052683843112287685	-0.27043278798377884	0.04728766814701352	-0.2299132525039013	0.04679103735672423
42.5	-0.06833139999349494	0.002435798821771521	-0.2680245013313653	0.050131363093377096	-0.2276262168290052	0.045551581804583824
43.5	-0.06695444628838136	0.0034256442260043097	-0.2672686643048982	0.05097631398517487	-0.22896330101297213	0.04675118890139678
44.5	-0.06374138223476156	2.977205615534393e-4	-0.2702669155548034	0.05070160187328226	-0.22631469789064446	0.048225098752511034
45.5	-0.06369575639713031	-5.149150349840418e-4	-0.27025392644530116	0.052150028581331304	-0.22871447743304943	0.04608034436143658
46.5	-0.06308256389731104	-0.0034551131738713636	-0.26841886724265013	0.04882407249398154	-0.22527841804098495	0.04460357802942229
47.5	-0.0640012752170008	-0.004225324854455501	-0.2661121557475139	0.047574510763164365	-0.2253131086008576	0.04484742015104588
48.5	-0.06620367917025527	-0.003911600083893253	-0.2668663083772562	0.043838456714990454	-0.22310655839730104	0.04510224897990434
49.5	-0.07031751089614915	-0.0027305756094279927	-0.26588663309702903	0.03920899797294919	-0.22064196802913444	0.04509048305392389
50.5	-0.07299885906167132	-0.005424346216374085	-0.2658796766275488	0.03909170896523624	-0.2199444184353398	0.04428843312519565
51.5	-0.06954598122258246	-0.006785020823925041	-0.2686060831190435	0.0383454853756942	-0.22034766073823994	0.04372506389167964
52.5	-0.06753730743863887	-0.00546118530538702	-0.2660198900798149	0.03470488448187624	-0.21974466766225312	0.04537170362585808
53.5	-0.0691823429101586	-0.006124621649134173	-0.26574207120210996	0.03278482909365626	-0.21605608494000814	0.0489566041657404
54.5	-0.0721271378289157	-0.008885075871842747	-0.2650345875628179	0.033965284889767425	-0.2162364878000094	0.04942510014612231
55.5	-0.07037560454125591	-0.009919801687161646	-0.2651183045637695	0.03055994712714361	-0.21757510225950732	0.0481639864236105
56.5	-0.07045088991373243	-0.006837367524759443	-0.26625172913727657	0.03158993127594785	-0.21759671696807414	0.05086228827450308
57.5	-0.07348764596883692	-0.006884284252471749	-0.26803014365716205	0.03339569132853428	-0.21731541778738558	0.05006068692797969
58.5	-0.06991971516625507	-0.00604368134187008	-0.26740269132820277	0.035302522367080806	-0.21710618515646796	0.052133668195319255
59.5	-0.06603086670501722	-0.007403456041861366	-0.26251427596663923	0.04406739599327749	-0.21808714071221402	0.05536916857502785
60.5	-0.06691485572937518	-0.004311643220746074	-0.2610675335099479	0.046747242690164864	-0.21735882410854698	0.05229828078965182
61.5	-0.0673728665782943	-0.003409011289947539	-0.25899201912081965	0.05099139373771038	-0.2186772453819808	0.053541064072131966
62.5	-0.06299526413379447	-0.0017926970523383333	-0.257014741146151	0.05467768049001008	-0.2158079997488702	0.05697430615428641
63.5	-0.06203527414819667	0.0017362504772906056	-0.25114885228847816	0.05934968692985486	-0.21533965237313532	0.05350576462616966
64.5	-0.05871708741291257	0.0062693405229286075	-0.2555154879050968	0.056781239025228226	-0.21390536982995242	0.05180770288981893
65.5	-0.0601532386377718	0.009069702157872356	-0.2543559291087507	0.0582629670172672	-0.21018111122755603	0.05624273758407785
66.5	-0.05854295276098923	0.007605178105785905	-0.25229242659402257	0.06161609897258344	-0.20803397932761372	0.05709579062089098
67.5	-0.053489810126369323	0.010230005710444506	-0.24854848698659635	0.061045396222257575	-0.20572456070818654	0.0562304466469218
68.5	-0.05385835762270784	0.007862793668046649	-0.24416443927818843	0.0640418589620743	-0.20340669149806173	0.05368084224267492
69.5	-0.055165608710789724	0.012938306460036514	-0.24649677232100392	0.061024802821997494	-0.2035986904672308	0.05019796049893632
70.5	-0.05013336818479659	0.011837003567376984	-0.2463905805649476	0.05925523127696847	-0.20290202891005107	0.05296227089719188
71.5	-0.04485906891904025	0.014147625301419352	-0.24200106433046198	0.05955772913161654	-0.20005461171074868	0.05162707590206695
72.5	-0.04448241436746071	0.011132354427815079	-0.24181111018390036	0.059357334909166524	-0.19960588048550132	0.046589895600932546
73.5	-0.03972048943972804	0.010731529625698684	-0.24687087703635618	0.056378313749663206	-0.19947668273170163	0.04406641209338949
74.5	-0.040247969324439005	0.01043384589530174	-0.24049894237113056	0.05891620100536992	-0.19651527093985643	0.04467985779279614
75.5	-0.03701802104304044	0.010722147785880494	-0.238006898951487	0.06192638046212972	-0.1950342099375613	0.04219753640223064
76.5	-0.03566535469667056	0.010701881477952908	-0.23674687429335312	0.057827463968936905	-0.19411808965245028	0.04148657161671634
77.5	-0.03507821740759671	0.005429430450395696	-0.2374590644667538	0.058353255729935445	-0.19246777661288253	0.04383970511547653
78.5	-0.03483524616622676	0.008382030679942306	-0.23787222417887025	0.05564664321067997	-0.19112504547075068	0.044531113290537196
79.5	-0.027032270886085372	0.007359709696319246	-0.23652563632289833	0.05539054030653506	-0.18674040575988898	0.04605730787912805
80.5	-0.030051617622645865	0.011615918931839421	-0.2343973126526133	0.05457059704726675	-0.18432000046060204	0.04508770763801759
81.5	-0.02947067639969109	0.01131297339228052	-0.23591898720783616	0.051463997533409356	-0.18303237728718716	0.04559245115472184
82.5	-0.029251517172281683	0.014065942045465197	-0.23854651866385607	0.04796116651273461	-0.18571931217774804	0.04692877118975623
83.5	-0.028455130429151813	0.01566933640503972	-0.23672494277622766	0.045838941901373595	-0.18154105648222582	0.05086671094894194
84.5	-0.026801999717096736	0.016348701574759796	-0.23395590628809257	0.044715981833418586	-0.18149926775132783	0.05326191563991575
85.5	-0.027193354281946452	0.017073196175676264	-0.23089921704323718	0.04395207848988553	-0.18178355210482272	0.05231857669653873
86.5	-0.025374188224579368	0.018275737496051193	-0.22893308050045144	0.04585469068304536	-0.18052707653426173	0.05168999359991494
87.5	-0.02770003924752299	0.020327629700355745	-0.22588323407987515	0.04802146471286397	-0.18077652609019798	0.04947506580744683
88.5	-0.0283468145230792	0.020213355827745458	-0.22359414947078418	0.05342281235038756	-0.17941644990675623	0.04888893156815442
89.5	-0.031493133218294	0.01925860052008889	-0.22369405584943436	0.05510213601814004	-0.18281381160632204	0.04488503015079486
90.5	-0.03234668628023128	0.014292913951926464	-0.22084935596557154	0.06068947142287802	-0.18137310627198172	0.045567334915566
91.5	-0.034140962511034885	0.013349271584386872	-0.21985334691978847	0.061951195039150884	-0.18191319000722467	0.04644068190420975
92.5	-0.03301277498803261	0.014560884417415152	-0.21420125876337104	0.06461197591647472	-0.17640582447507672	0.04759786561243591
93.5	-0.04063729480996625	0.010085206530434362	-0.20936882856188474	0.06967078889579258	-0.17728230471375597	0.0430652847193905
94.5	-0.04271548626456726	0.007053940901484472	-0.2092602226210721	0.07064538276306535	-0.17774358743435428	0.03707665294273213
95.5	-0.04210682874086987	0.009155279368831098	-0.20930147015384312	0.06915514234050667	-0.17445730826584777	0.0379250464917221
96.5	-0.04263180561680409	0.014570389057805925	-0.20673306577761882	0.07131794891434327	-0.17391882914440862	0.03829013502018957
97.5	-0.03759953898214629	0.022269213052927308	-0.20651059782383105	0.07241675095421433	-0.17236335704317327	0.03838040266423759
98.5	-0.034989215187642364	0.021067951657776928	-0.2054532525645714	0.06772119364748778	-0.17162927264946393	0.04168276593936563
99.5	-0.03411473352271334	0.018784138451326895	-0.20112736977338444	0.07158312021226333	-0.16430556962820903	0.04837622938211553
100.5	-0.031507027930384256	0.018463582780613497	-0.20163470598338662	0.07076881370340248	-0.16600524963052557	0.04658489696734503
101.5	-0.0363440331543822	0.016727991271466083	-0.19923909674515025	0.07161144309952411	-0.16667141422311493	0.040134973720269945
102.5	-0.04009004525342192	0.01681586172837711	-0.19505836810746904	0.07649398019551211	-0.17125480621703615	0.03243686133796129
103.5	-0.032649817972977654	0.019457583090497877	-0.19301653304878302	0.07784798251806763	-0.174250667118677	0.029089026509551
