x.1	x.2	x.3	x.4	x.5	y.1	y.2	y.3	y.4	y.5
0.00235619469020397	5.191383501946112e-4	0.0016036410807863922	0.0011255643299340585	5.11069680778809e-4	-4.141381159462837	-4.912681849387156	-4.3964711105409675	-4.6289524728462315	-5.216771799164583
0.0027273858822815388	5.074496338273101e-4	0.0017503375508176485	0.0011928606330844384	5.315147551634058e-4	-4.116018805647993	-4.882457790248929	-4.367773502121983	-4.597254545360267	-5.180381954644352
0.003106391922179147	4.723842991691233e-4	0.00187806112495311	0.0012489442654202915	5.404698285853918e-4	-4.090656451833149	-4.852233731110701	-4.339075893702999	-4.565556617874303	-5.1439921101241195
0.0034952844671749875	4.2008035328756487e-4	0.001987702232789147	0.0013109381400108996	5.44011805540445e-4	-4.065294098018305	-4.822009671972474	-4.310378285284014	-4.533858690388338	-5.107602265603888
0.0038994410635657005	3.567411997654094e-4	0.002081319840585317	0.0013999507709358597	5.482369287453886e-4	-4.039931744203462	-4.7917856128342455	-4.2816806768650295	-4.502160762902373	-5.071212421083656
0.004326715078479854	2.8924123358965254e-4	0.0021617809056622486	0.001532651099660428	5.577613963637866e-4	-4.014569390388617	-4.761561553696018	-4.252983068446045	-4.470462835416408	-5.034822576563425
0.004785873961940987	2.2481629872951855e-4	0.0022341581710848563	0.0017200048579533588	5.739594395917841e-4	-3.9892070365737737	-4.73133749455779	-4.224285460027061	-4.4387649079304445	-4.998432732043193
0.005286563183718353	1.6867759782851876e-4	0.002301845224793823	0.0019669438304690296	5.95308938474375e-4	-3.9638446827589298	-4.701113435419563	-4.195587851608076	-4.40706698044448	-4.962042887522961
0.00582755825860448	1.2435056457957692e-4	0.002367703457136735	0.0022645112688047626	6.198980592325518e-4	-3.938482328944086	-4.670889376281335	-4.1668902431890915	-4.375369052958515	-4.92565304300273
0.006405363616303091	9.447147671732109e-5	0.0024342760423176294	0.0025954302433984426	6.469360200540488e-4	-3.9131199751292423	-4.640665317143108	-4.138192634770107	-4.34367112547255	-4.889263198482498
0.0070130371926334575	8.186984201905782e-5	0.0025035910596216556	0.002941869744334571	6.786501530892767e-4	-3.8877576213143983	-4.6104412580048795	-4.109495026351123	-4.311973197986586	-4.852873353962266
0.007639977195487032	8.758765130413912e-5	0.0025779314813451954	0.0032865453366862645	7.196479960555535e-4	-3.8623952674995543	-4.580217198866652	-4.080797417932138	-4.2802752705006215	-4.816483509442034
0.008277402956713833	1.1449170443315022e-4	0.0026613651266086955	0.0036165746267375854	7.760434522634338e-4	-3.8370329136847108	-4.549993139728425	-4.0520998095131535	-4.248577343014657	-4.780093664921803
0.008924373347426458	1.6702360997928123e-4	0.002758986478618016	0.003928719483428177	8.539107136258352e-4	-3.811670559869867	-4.519769080590197	-4.02340220109417	-4.216879415528693	-4.743703820401572
0.009591440468223805	2.5292373356102085e-4	0.0028770952699234045	0.004226316975016039	9.592324386839022e-4	-3.786308206055023	-4.48954502145197	-3.994704592675185	-4.185181488042728	-4.707313975881339
0.010302989335532628	3.767731165920283e-4	0.0030237114172290817	0.004518368910710615	0.0010943407151082836	-3.760945852240179	-4.4593209623137415	-3.9660069842562002	-4.153483560556763	-4.670924131361108
0.011092656899529622	5.448263068904943e-4	0.0032123201142425354	0.004819510579280842	0.0012580101291811599	-3.7355834984253353	-4.429096903175514	-3.937309375837216	-4.1217856330707985	-4.634534286840876
0.012002567680349385	7.630450673974325e-4	0.0034503532938411144	0.00514467878878086	0.0014475679041269225	-3.7102211446104914	-4.398872844037286	-3.9086117674182312	-4.090087705584835	-4.598144442320645
0.013096859550586298	0.001038231099166996	0.0037478211382314434	0.00550821201950706	0.0016583361103640862	-3.6848587907956474	-4.368648784899059	-3.879914158999247	-4.05838977809887	-4.561754597800412
0.014410262861129428	0.0013666514765133875	0.00411717563483386	0.005923877805857671	0.001883725288994793	-3.6594964369808034	-4.338424725760831	-3.8512165505802622	-4.026691850612905	-4.525364753280181
0.015970321165566004	0.001744764271664482	0.004571423039377042	0.006403528014379786	0.0021141745019082874	-3.63413408316596	-4.308200666622604	-3.822518942161278	-3.9949939231269407	-4.48897490875995
