x.1	x.2	y.1	y.2
0.007990393244462973	0.03004323491428072	-4.958515711655473	-5.301722249812782
0.008409223230769416	0.030917625284632277	-4.933968790636904	-5.280421688920783
0.008834395651671725	0.031684192891735116	-4.909421869618335	-5.259121128028785
0.00926596287514417	0.03231771652511912	-4.884874948599767	-5.237820567136787
0.009706972821789641	0.032837883171961166	-4.860328027581198	-5.216520006244789
0.010157018749096983	0.033234583622105796	-4.835781106562629	-5.19521944535279
0.010619664858780027	0.0335204826987417	-4.81123418554406	-5.173918884460792
0.011094883093735285	0.03370324017063002	-4.786687264525491	-5.1526183235687935
0.01158594742016421	0.03378949470168584	-4.762140343506923	-5.131317762676796
0.012093748684177646	0.03380023884051854	-4.737593422488354	-5.110017201784797
0.012620732234672537	0.03373968788126537	-4.713046501469785	-5.088716640892798
0.013169428978305992	0.03363394170096922	-4.688499580451216	-5.0674160800008
0.01374099329941494	0.0334916361778387	-4.663952659432647	-5.046115519108802
0.014340624407061256	0.033334378719772934	-4.639405738414079	-5.024814958216804
0.014967621044946474	0.03317749590964947	-4.61485881739551	-5.003514397324805
0.015631315436777093	0.03303630195379118	-4.590311896376941	-4.982213836432807
0.0163290386373847	0.032926297969988264	-4.5657649753583724	-4.9609132755408085
0.017073691634337373	0.03286186249765588	-4.541218054339804	-4.93961271464881
0.017863084390341972	0.032851064075906385	-4.5166711333212355	-4.918312153756812
0.0187107126253427	0.03291181035881942	-4.492124212302667	-4.897011592864813
0.019618205050358207	0.03304026763976862	-4.467577291284098	-4.875711031972815
0.02059727130766194	0.03325893868341631	-4.443030370265529	-4.854410471080817
0.021655193391449994	0.033555886699775606	-4.418483449246961	-4.833109910188819
0.022799068978875524	0.03394677705567239	-4.393936528228392	-4.81180934929682
0.02404397480440551	0.0344244358775798	-4.369389607209823	-4.790508788404822
0.025388701303715858	0.03499333815241471	-4.344842686191254	-4.769208227512824
0.02685820595493764	0.03565347052967417	-4.320295765172686	-4.747907666620826
0.028439479134244047	0.03639888362843157	-4.295748844154117	-4.726607105728827
0.030167433821214486	0.03723797767131805	-4.271201923135548	-4.705306544836828
0.032020633521204385	0.03815606691704549	-4.246655002116979	-4.6840059839448305
0.03402780243999957	0.03917099737613517	-4.22210808109841	-4.662705423052832
0.03617365101327924	0.04026485304566285	-4.197561160079841	-4.641404862160834
0.03847275448394567	0.04145364117691444	-4.173014239061273	-4.620104301268835
0.04091716406960953	0.042729607927431634	-4.148467318042704	-4.598803740376837
0.043505417282569285	0.04410280645121211	-4.123920397024135	-4.577503179484839
0.046236729309935866	0.04557715538907408	-4.0993734760055665	-4.55620261859284
0.04909434242022514	0.04715537965452764	-4.074826554986998	-4.534902057700842
0.05208291974526468	0.04885509857569328	-4.0502796339684295	-4.513601496808843
0.055173975606065795	0.05066836552629462	-4.025732712949861	-4.4923009359168455
0.058374673687201166	0.0526295744768185	-4.001185791931292	-4.471000375024847
0.061652567285223066	0.05472115032795958	-3.976638870912723	-4.449699814132849
0.06500834537024229	0.05697957172157084	-3.9520919498941547	-4.42839925324085
0.06841726316184638	0.05939391455483891	-3.9275450288755858	-4.4070986923488515
0.07187206138423842	0.06198860953305817	-3.902998107857017	-4.385798131456854
0.07535741017106647	0.06476726821963232	-3.878451186838448	-4.364497570564855
0.07886405409279496	0.06773510481725994	-3.8539042658198794	-4.343197009672857
0.08238420861807232	0.07091315137932881	-3.829357344801311	-4.321896448780858
0.0859127344089948	0.07428287565780524	-3.804810423782742	-4.300595887888861
0.08944923462994332	0.07788442054608644	-3.780263502764173	-4.279295326996862
0.09299553235346955	0.08167953165309898	-3.755716581745604	-4.257994766104864
0.09656127545659521	0.08570813634622862	-3.7311696607270357	-4.236694205212865
0.1001535924385137	0.08993605451016903	-3.7066227397084672	-4.2153936443208675
0.10379679757352885	0.0943818859142834	-3.6820758186898983	-4.194093083428869
0.10750053912174556	0.09902989298475341	-3.6575288976713294	-4.17279252253687
0.11130115453746052	0.10387363141357668	-3.632981976652761	-4.151491961644872
0.115213823432112	0.10891472171961607	-3.608435055634192	-4.1301914007528735
0.11927875336273615	0.11412516783203769	-3.5838881346156235	-4.108890839860876
0.12352095423810212	0.11952126151499677	-3.5593412135970546	-4.087590278968877
0.1279720832421922	0.1250619224354501	-3.5347942925784857	-4.066289718076879
0.1326727551578025	0.13076565163281717	-3.510247371559917	-4.04498915718488
0.13763153852600038	0.13659648892848192	-3.4857004505413487	-4.023688596292882
0.14290979343772042	0.14256021352483986	-3.4611535295227798	-4.002388035400884
0.14847996581145992	0.1486386007792135	-3.436606608504211	-3.981087474508885
0.1544263072039915	0.15482572988817705	-3.412059687485642	-3.9597869136168873
0.16068902346980357	0.16111845522019264	-3.3875127664670734	-3.9384863527248886
0.16733753070539792	0.167504146466926	-3.362965845448505	-3.9171857918328907
0.17431681535816446	0.17399384541047563	-3.338418924429936	-3.895885230940892
0.18165628428013522	0.18057141859109263	-3.313872003411367	-3.8745846700488937
0.1893162227218645	0.187260735040891	-3.289325082392798	-3.8532841091568955
0.19728342411295113	0.19404852156409874	-3.2647781613742297	-3.831983548264897
0.20553182477123821	0.20096018264987756	-3.2402312403556612	-3.810682987372899
0.21401437752234354	0.20799708239095463	-3.2156843193370923	-3.7893824264809
0.2227124121064324	0.21517960616561063	-3.1911373983185234	-3.7680818655889023
