sample.name	leaf	proto
noENH	-3.7788372193705344	-0.783485253042728
noENH	-3.7335632134003838	-1.93512188655109
noENH	-3.7006730633005893	-2.148359311432592
withENH	-0.40336894714455707	0.42313673447306693
noENH	-3.50867120246952	-2.3194011982733227
withENH	2.4346058995935165	1.6419185121458795
withENH	1.398092442815051	1.0520899832915311
withENH	NaN	-2.6658253134287815
withENH	2.1294256239333498	-1.8539229076176997
noENH	-3.942750823144932	-4.279299886658404
withENH	0.8856882960237996	-0.47384899916503853
withENH	NaN	-1.7224590220329825
noENH	-2.537185808735474	-3.399859169322401
noENH	-3.3001947324899534	-2.3050811066230494
withENH	0.6716586469904425	0.46500283767848194
withENH	0.4408952385983562	-0.4146670959908348
noENH	-0.6760956102254343	-1.953417070496668
noENH	-3.897222220532375	-2.7991025947661297
noENH	-2.3134904402715044	-1.980532532522321
noENH	-2.9693242793127625	-1.594975099056314
withENH	-2.926452900059295	-0.226303666752141
withENH	1.6375968351512848	0.7872362236393173
withENH	-0.9105995463917158	1.1548036490582216
withENH	2.0595603794624826	0.7883723921895762
noENH	-1.6992327831289824	-0.11200672777924936
withENH	0.9415628110189738	-0.6898004801359632
withENH	-2.1515981045791386	1.0628419309988675
noENH	-3.8265401993913946	-2.9756923260545225
withENH	NaN	-1.404287815907436
withENH	1.426462408037514	-1.3504614648556488
withENH	0.9548102814955985	-0.9724057047008028
noENH	-3.3925933486491635	-2.7575593781208285
noENH	-3.1232312364064576	-3.8560098621917787
noENH	0.27915867337490846	-1.3380896436588152
noENH	-3.9788331145348392	-3.6233688788630865
noENH	-0.7800440070462096	-1.96300693254237
withENH	-2.1489277568119904	-0.6441859315636074
noENH	-3.598509651640717	-2.894459871425136
withENH	3.046681856203797	1.4940405663059908
noENH	-3.284550956419174	-2.4331817889562997
withENH	1.6199760766505262	0.8077253253456134
noENH	-2.2316293012054826	-1.1749316775781968
withENH	-1.2303759259274947	-2.3009615046446577
noENH	-3.359247064114923	-2.555245764377557
withENH	NaN	-1.6437570081435213
noENH	-2.496652949026544	-2.713547236267903
noENH	-1.306952613476323	-0.730858387324387
noENH	-4.240674885282144	-3.243192352882703
withENH	-0.3317709580983511	-0.40686954473102743
noENH	-2.1041751196185756	-0.7388070924743612
noENH	-3.2710784288766046	-3.054214803772705
noENH	-0.2815143480256815	-2.205697678839733
withENH	-2.38516977660588	-1.1518469697549114
withENH	2.1263666824410876	-0.8017367916803789
withENH	-3.1050567484756675	-1.34637199450706
withENH	1.3250487882588742	-1.3060295376236934
withENH	1.3629188231150753	-0.35412395535075547
noENH	-3.730593166711505	-4.626909492521932
noENH	-2.864796756247431	-3.651478303994054
withENH	1.0435557025559457	0.702966170255237
noENH	-2.0055501382193093	-2.8131574834549404
withENH	-0.8846124088348271	-1.6922746746543869
noENH	-3.5074512533084876	-3.2494325539119346
withENH	-1.9701005885533434	-0.6094150713743579
withENH	2.3113325382386902	1.9397672768507586
withENH	0.5765873589284255	-0.609595273106921
withENH	-1.7052455434193674	0.22803401344028948
withENH	1.2507810515671387	0.9196390484393132
noENH	-4.663486276710744	-3.653530503160422
noENH	-4.151342203988214	-4.304694548023243
noENH	-1.7933678202490566	-2.74335264277775
noENH	-2.5828901027061955	-2.417156273701978
withENH	3.9210479097276973	2.8201551463530614
noENH	-1.1387957171781937	-2.3537626663849647
noENH	-4.731481697152571	-0.16115645523859545
withENH	1.568927030987687	0.5184747983147461
withENH	-0.32257526268586534	-0.4332179093868834
withENH	-2.0886714515043536	0.28661717821111166
withENH	-2.0767265190236057	-0.020607129163604743
noENH	-3.923814598649434	-3.243491352765038
withENH	-1.6926590575758997	1.072335299742693
withENH	1.4793835194917522	1.0040499283122728
withENH	-1.882825967659036	1.535976679692664
withENH	0.18361370445574593	0.8431828231511864
withENH	-2.00898658144357	-0.866703797318207
withENH	-0.992504964807539	-0.020715816295118983
noENH	-4.2021568228699415	-2.6849940989300096
noENH	-2.8964111269151953	-1.9502178734291
noENH	-3.3089227138682475	-3.259691330729069
withENH	2.8180859361280457	0.5887843538904227
noENH	-1.6929231927023167	-2.020017580872187
noENH	-3.0731214651671257	-2.2647267138286455
withENH	-2.0396077119253007	-1.424720882715122
withENH	0.35329378629877345	-0.9188314319792368
noENH	-0.12218345487938692	-1.6368480954092646
noENH	-2.4934644009335756	-3.6370214543364834
withENH	-1.2763974485655964	-2.3066191022836073
