x.1	x.2	x.3	x.4	x.5	x.6	y.1	y.2	y.3	y.4	y.5	y.6
0	0	0	0	0	0	-7.475733430966398	-5.177765235023217	-6.5689646570595315	-4.713864671020233	-4.912681849387156	-3.749063736684076
2.4346682136961676e-4	0.006474529662083335	1.627349401020086e-4	0.016113878454907565	1.4961463293203505e-4	0.018596507251295195	-7.475733430966398	-5.177765235023217	-6.5689646570595315	-4.713864671020233	-4.912681849387156	-3.749063736684076
2.745631923669358e-4	0.006654474041069258	1.7919251757836217e-4	0.01748691408207541	1.4205872902939415e-4	0.01993832400392237	-7.439896005667684	-5.150694919693431	-6.530016636276801	-4.694879335333319	-4.8774845144738945	-3.7295121413596606
3.036719344491166e-4	0.0068002014974472245	1.8567479438289785e-4	0.01892103369046345	1.222254583058712e-4	0.021283567066949872	-7.40405858036897	-5.123624604363646	-6.49106861549407	-4.675893999646404	-4.842287179560634	-3.709960546035245
3.336811415385613e-4	0.006912021432614833	1.8274437017490002e-4	0.020407926469347117	9.540398827902847e-5	0.022622709677765605	-7.368221155070256	-5.096554289033861	-6.45212059471134	-4.6569086639594905	-4.807089844647372	-3.69040895071083
3.630090077344048e-4	0.006998817979139555	1.7224822461170124e-4	0.02195656953905728	6.788861062974834e-5	0.023947776658114466	-7.332383729771543	-5.0694839737040756	-6.413172573928609	-4.637923328272576	-4.77189250973411	-3.6708573553864148
3.852924978179293e-4	0.007066776318712697	1.5792336093275382e-4	0.023557021973444166	4.5141226079326836e-5	0.0252468301548512	-7.2965463044728285	-5.04241365837429	-6.374224553145878	-4.6189379925856615	-4.7366951748208495	-3.6513057600619994
3.928800453831216e-4	0.007123354261302077	1.45408066469971e-4	0.025219008937091263	3.142690733112993e-5	0.02651686607617405	-7.260708879174115	-5.0153433430445045	-6.335276532363148	-4.599952656898747	-4.701497839907588	-3.631754164737584
3.819473802002501e-4	0.00717627418284171	1.4154178973021462e-4	0.02693045636918847	2.9173293218036602e-5	0.027743823179895235	-7.2248714538754015	-4.98827302771472	-6.296328511580417	-4.580967321211833	-4.666300504994327	-3.6122025694131685
3.564746883363391e-4	0.007233030835203061	1.5223745175542823e-4	0.028700583015214547	4.0938867228267124e-5	0.028930969686258474	-7.189034028576687	-4.961202712384934	-6.257380490797686	-4.561981985524919	-4.631103170081065	-3.592650974088753
3.29669319266814e-4	0.0072993483902077496	1.784228855219212e-4	0.030515571763204883	7.045326831396154e-5	0.03006521554225267	-7.153196603277974	-4.934132397055149	-6.218432470014956	-4.542996649838004	-4.5959058351678035	-3.573099378764338
3.185900611533372e-4	0.007382698519793221	2.1685992005514084e-4	0.032380927289010625	1.2255419156701969e-4	0.031154447930211878	-7.11735917797926	-4.907062081725363	-6.179484449232225	-4.52401131415109	-4.560708500254543	-3.5535477834399227
3.359845418628514e-4	0.007488214394594061	2.6129744824580225e-4	0.034283069997315715	2.0267017069993656e-4	0.03219099736895161	-7.081521752680546	-4.879991766395578	-6.1405364284494945	-4.505025978464176	-4.525511165341281	-3.5339961881155073
3.863917629739137e-4	0.007622094872897401	3.0515719069914855e-4	0.036222133252826506	3.171030210741281e-4	0.03318523037391551	-7.045684327381832	-4.852921451065793	-6.101588407666764	-4.486040642777262	-4.49031383042802	-3.514444592791092
4.65016448146224e-4	0.007793858548563185	3.438088452284656e-4	0.03818531159362208	4.6781965882311966e-4	0.034137437428909095	-7.009846902083119	-4.825851135736007	-6.062640386884033	-4.467055307090347	-4.455116495514758	-3.4948929974666765
5.601149292406588e-4	0.008007601574041937	3.756730430746009e-4	0.04016749440818693	6.569675091790714e-4	0.03505972216085137	-6.9740094767844045	-4.798780820406222	-6.023692366101303	-4.448069971403433	-4.419919160601497	-3.475341402142261
6.564625911768141e-4	0.00828395991035452	4.014008172162975e-4	0.04215728161211593	8.856369754526852e-4	0.035960681460185225	-6.938172051485691	-4.771710505076436	-5.984744345318572	-4.429084635716518	-4.384721825688236	-3.455789806817846
7.413422871239836e-4	0.00862719893487306	4.220148920616375e-4	0.0441458168125958	0.0011535494644026418	0.03685394521619156	-6.902334626186978	-4.744640189746652	-5.945796324535841	-4.4100993000296045	-4.349524490774974	-3.4362382114934307
8.069542188390143e-4	0.00906369313288574	4.393598226422796e-4	0.046124015259548574	0.0014592452947750918	0.03775460589239202	-6.866497200888263	-4.717569874416866	-5.906848303753111	-4.39111396434269	-4.3143271558617124	-3.4166866161690153
8.504001042907014e-4	0.009610039240751822	4.5738555716551515e-4	0.048082001485214666	0.0017982018570803237	0.03867813223946681	-6.83065977558955	-4.690499559087081	-5.86790028297038	-4.3721286286557755	-4.279129820948452	-3.3971350208446
8.738235702041476e-4	0.010289248157669906	4.8330314482513054e-4	0.050014116941086165	0.002162750050464229	0.039642331525925535	-6.794822350290836	-4.663429243757295	-5.8289522621876495	-4.353143292968861	-4.24393248603519	-3.3775834255201844
8.840487567605886e-4	0.011138455081660711	5.25654851867211e-4	0.05191291117305249	0.002543867823624492	0.04066515945138204	-6.758984924992122	-4.63635892842751	-5.790004241404919	-4.334157957281947	-4.208735151121928	-3.3580318301957695
8.920621675573441e-4	0.012163977951245943	5.889723151564598e-4	0.0537773507166182	0.002928220548340717	0.041762097901842904	-6.723147499693408	-4.609288613097725	-5.751056220622188	-4.315172621595033	-4.173537816208667	-3.338480234871354
9.079250814683096e-4	0.013431180851197988	6.717227034620744e-4	0.05560567790435567	0.0032972462581354286	0.042954248391396936	-6.687310074394695	-4.582218297767939	-5.712108199839458	-4.296187285908118	-4.138340481295406	-3.3189286395469386
9.364389313811043e-4	0.014928271960218622	7.664184718475819e-4	0.05740261652689018	0.003628662858476168	0.044249579189770176	-6.651472649095981	-4.555147982438154	-5.673160179056727	-4.277201950221204	-4.103143146382145	-3.299377044222523
9.746598262903756e-4	0.016707045828567847	8.634572330654228e-4	0.05917413167718661	0.0039128194224215904	0.04567265027038439	-6.615635223797267	-4.528077667108368	-5.634212158273996	-4.258216614534289	-4.067945811468883	-3.279825448898108
0.001011721378110105	0.018773017298633208	9.566507466373897e-4	0.060931573956959105	0.0041642302105057115	0.04721982717807116	-6.579797798498554	-4.501007351778584	-5.595264137491266	-4.239231278847376	-4.032748476555621	-3.2602738535736924
0.0010312858036668343	0.02113745797791491	0.0010486154693326905	0.06268852299746498	0.004421120183183019	0.048918846101117595	-6.543960373199839	-4.473937036448798	-5.556316116708535	-4.220245943160461	-3.9975511416423606	-3.240722258249277
