sample.name	enrichment.pro	enrichment.val
noENH	-0.46329294448293606	-1.4950975434204055
noENH	-1.3229163056858102	-1.4940131476135212
withENH	1.4930807554200487	1.0510957633348557
withENH	-1.515350527220596	-0.17566937507323532
noENH	-0.7832302459407694	-1.103536951974199
withENH	-0.14887923797862063	-1.4567056673196142
withENH	2.131744015680421	1.8178181383413428
withENH	1.5331657676228705	1.7202275987127624
noENH	-3.3332736208000404	-4.598437065015506
noENH	-2.6930388175272046	-2.7065106856243015
withENH	2.701965201772701	2.2220190973597633
noENH	-2.2799226207048777	-3.182465455144861
noENH	-2.9630552758525894	-4.531385508625273
withENH	-1.5717878878972276	-1.9775732538505473
noENH	-2.712164529447222	-4.268282046565757
noENH	-0.374046857066316	-0.08070473550440271
withENH	1.2305262295024026	0.8902586255763056
withENH	-1.6989438645218704	-1.3159459368722366
noENH	-1.471019791675787	-2.3969356392682086
withENH	-1.3283097603417906	-0.6657695028125742
withENH	1.7303938057973491	2.205093999902823
noENH	-1.1536861418003255	-2.1160701527993293
withENH	-0.377155610808044	-0.3182329186833951
noENH	-1.539364597061922	-2.0488519351464545
withENH	0.6100449144526892	0.8988402424298789
noENH	-1.8810446192279249	-3.1992808056768167
withENH	0.25892224199404823	0.7402536120314632
noENH	-0.25782381406613075	-0.5789707100504662
withENH	0.9203777098757018	3.1004462743709063
noENH	-1.7957533001823842	-2.1864055542136382
noENH	-1.1173330570075166	-1.6261126922823403
noENH	0.5574416384995167	-0.9494193012017538
noENH	-0.48632843457501157	-1.8346020556037512
withENH	1.918602055486019	1.8431218288665125
noENH	0.03973587267612422	-1.020117884670203
withENH	1.7923725694930854	2.023285814990478
noENH	-0.2551591069026325	0.6047845804073402
noENH	-2.734773507046112	-3.2722708683228894
withENH	1.641053260712002	1.3754073792248547
noENH	-3.3786403722822667	-3.757314239558009
withENH	-1.601570709516348	-1.0678387277611532
noENH	-3.3625487732712935	-3.0010838642534434
withENH	-1.9615647909231704	-1.504980328909966
noENH	-1.2685696938164253	-3.0395382151307055
withENH	0.27864372128625847	1.00820299709329
withENH	1.7755271754904869	1.438062350970392
noENH	-1.003643026836016	-1.152967706991432
withENH	1.7574808579670735	1.586877414297107
noENH	-3.1629856641428558	-3.6747728463249523
withENH	1.551721214737818	1.7616403800274907
noENH	-2.4860047910249277	-3.2151014160261013
noENH	0.6110678658019346	-0.3950522908232442
noENH	-2.10722237335486	-2.2976017648818625
withENH	-1.8830508099209644	-1.8895078878078806
withENH	-1.7736731208560528	-2.022205279757185
withENH	1.3571073110084042	1.4891263652507893
withENH	-0.3960267830549629	-0.5815893873618289
withENH	-0.03555461570941856	0.43484785013965055
withENH	-0.15118864734803955	0.26031485817578
noENH	-0.13355087014085393	-1.685184219034388
withENH	1.1450271594300878	0.9948845009773355
noENH	-0.9563910336043989	-1.2156574722358502
withENH	1.7970300680500004	1.4281943686783327
withENH	1.8296800336054875	2.0779238615892237
withENH	2.444309882204791	1.5617253230207573
withENH	1.3433575575595937	1.4962342925366747
withENH	-1.7359343880703686	0.32994556249125107
noENH	-0.08786204159359096	-1.2982348531455978
noENH	-1.494469169159541	-2.0059451003702486
withENH	-0.2003994322920364	0.0024803665425283117
noENH	0.2569255407757878	-1.5120234142837998
noENH	0.32496905204820675	-1.1826532008534476
noENH	-2.10354799338529	-2.851863993270947
withENH	1.2638879222803554	1.4967324633287205
noENH	0.8873284679215576	-0.2052628717561229
noENH	-1.1113391964394146	-1.7581191538462568
noENH	-0.5411583848313807	-0.9140028670890517
noENH	-2.9810195666436057	-3.1780768822368346
noENH	-2.8155668156490656	-3.4180442478971296
noENH	-2.357748106108372	-3.61378204035031
withENH	1.9326420555576196	1.7380166760592803
noENH	-2.1586720104069546	-2.9134669078397546
withENH	-1.536234046893238	-0.8384258506035949
withENH	-1.555019165578909	-0.4600353473401436
noENH	-2.618636338081991	-2.111973861256397
noENH	-0.36123917555085927	-1.9882550858650094
noENH	-1.3570638668325885	-1.6162775035419514
noENH	-0.7257497387318609	-1.257716482789009
noENH	-2.502345828821602	-2.427570992194152
noENH	-0.6897059252727641	-0.6814090235338982
withENH	2.070709291188706	2.290681651193358
withENH	0.15866293880471039	0.8504417655958929
withENH	1.7394034755878085	1.6321021427472868
