sample	p.value	med	lq	uq	lw	uw	n	id
10	9.765625000000007e-4	0.7332204513693157	0.5936935446729855	1.1438233956622796	-0.15518301023346837	1.9690181721462208	12	1
30	4.882812500000003e-4	0.5956779678895912	0.4088628655352353	1.1183515335892875	0.21879723306851773	2.1825845356703657	12	2
35	2.4414062500000016e-4	0.6017062300091252	0.3372684333309093	0.8705551861457872	0.17709114694599437	1.670485315368104	13	3
40	2.4414062500000016e-4	0.9965310761807997	0.28493792786601624	1.4424362850457004	0.10407443890389922	1.6348242285117187	13	4
50	0.0017089843750000013	0.5372883703607378	0.3687226306463023	0.7504082095782469	-0.2038057377516147	1.322936577976164	13	5
60	0.0048828125000000035	0.5967925483702461	0.43594460849402883	0.9865711358077534	-0.38999518247655796	1.8125109267783401	12	6
65	6.103515625000002e-4	0.7325921536905713	0.30570169346710785	1.0867586140482344	-0.2176521246493781	1.6579791251597737	14	7
70	1.2207031250000005e-4	0.7410069178050062	0.500471013810829	0.9419050863500114	0.3519822621092401	1.6040561951587848	14	8
80	3.6621093750000016e-4	1.1974553943593107	0.5465656519173254	1.5201788196536952	-0.4322975074255011	1.8254517767108962	14	9
90	0.0017089843750000007	0.7888097786812658	0.47102874709121356	1.2551278209428829	-0.6477279417630856	2.047849655006808	14	10
95	1.2207031250000005e-4	1.0493574432753587	0.62366026233779	1.399742083630313	0.1741289721748488	1.7067408736659568	14	11
100	0.005371093750000002	0.644898092990843	0.38325623339934917	1.3188643486083138	-1.0201559394140978	2.722276521421761	15	12
105	0.006835937500000005	0.6253196584140142	0.28566294326407976	1.2021968599933448	-0.4688588322260149	2.034279676029964	12	13
110	4.882812500000003e-4	0.732625056124216	0.5045819481278426	1.4255246231506298	0.06926846477577553	1.8779022267656975	12	14
115	1.2207031250000005e-4	0.9103726568296342	0.3387513419036292	1.4349427477377512	0.025657385155833268	2.0285255828248205	14	15
120	0.24023437499999997	0.13157308504938037	-0.10489724496245961	0.4805973984817612	-0.3060334166162857	1.1998816663165468	11	16
150	0.9658203125000002	0.050585038543533134	-0.24857485346392588	0.20750212248729172	-0.7682939496227825	0.39911290460218574	11	17
155	0.06396484375000004	0.28321835228538345	-0.018041864948559194	0.42312400350325785	-0.31032838809146224	1.0848728061809836	12	18
160	0.6953125	-0.07759446079534604	-0.16071403509432178	0.22451564008280556	-0.7385585478600128	0.8023601528484966	10	19
