enrichment	expression
-3.3323720175504317	-3.321928094887362
-2.0482470101905927	-3.321928094887362
-2.6824592015710778	-3.321928094887362
-3.0892385360531307	-3.321928094887362
-2.2378757346075826	-3.321928094887362
-1.7086752691866727	2
-3.430171238271643	-3.321928094887362
-2.712974425951716	2
-2.75763723485663	-3.321928094887362
-1.7951678349021571	-3.321928094887362
-1.8226311114453355	1
-1.0193824596513295	1
-2.874917794927949	4.643856189774724
-1.1203928204657028	4.857980995127572
-0.09088483696353755	3.4594316186372973
-2.9903378864729775	1
0.5003931867444469	0
-3.505150720899011	3
-1.5368634173512352	-1.7369655941662063
-1.898652424894431	-0.7369655941662062
0.9077939332506735	3
-1.695182240805062	-3.321928094887362
-2.0099535435797478	5.285402218862249
-2.4169616791719655	2.807354922057604
-3.7371559367324156	-3.321928094887362
-1.7821208247777622	1
-3.1597195279318147	-0.15200309344504995
-1.8974995263235677	0
-1.059310087054169	3.4594316186372973
-2.0160738435774865	1
-2.6403768466195663	6.754887502163468
-3.9745072057977104	3.321928094887362
-1.1038690900112917	-1
-2.2425296541494193	-3.321928094887362
-3.5579539287989292	2
-2.1403517989609417	4.754887502163468
-1.5019959693423988	3.321928094887362
-3.6648507444939717	-0.15200309344504995
-3.46562741062777	2
-3.0937534926793986	1
-3.497848631612011	-1.3219280948873622
-2.764726713828646	2.807354922057604
-2.338505308035575	2
-3.225559487643635	2
-2.4364579417452985	2.321928094887362
-2.352512496120373	1.584962500721156
-1.3143723723621676	3
-3.5476535527153716	5
-2.1170462129706324	-2.321928094887362
-3.3488995757184217	1
-4.714728818840285	0
-3.0167609021675577	2
-1.7174679144365008	4.392317422778761
-2.4108170895753007	3.321928094887362
-3.8656489805062213	4
-2.0193824596513297	3.169925001442312
-3.0182067081885875	4.459431618637297
-2.6783776199808287	3.169925001442312
-0.7924477403585104	4.700439718141092
-2.318184315786902	3.4594316186372973
-2.7179770851283322	3
-2.1647606558706194	-2.321928094887362
-2.5669166911028443	4.954196310386875
-1.6761949845097683	-3.321928094887362
-2.284468019346449	3.9068905956085187
-3.7402012417430908	3.9068905956085187
-2.6238693790357672	0
-2.5304956789749538	-1.3219280948873622
-3.411117588442569	3.700439718141092
-1.7667789129950142	0
-2.8109846872867763	1.584962500721156
-0.9171540045928565	3.4594316186372973
-3.106975800964681	-3.321928094887362
-2.0218140054445106	-0.7369655941662062
-1.1893074610936418	2
-2.637075646171943	4.392317422778761
-2.4790470559592768	2.321928094887362
-2.189307461093642	2.321928094887362
-2.545666157632703	2.807354922057604
-3.9160080988388617	-0.3219280948873623
-3.492697263886246	-1
-1.0948017123863336	2.807354922057604
-2.7490964426891313	-1.3219280948873622
0.41755572485937964	5
-3.9251084672848062	2.807354922057604
-2.6620740614510123	5.044394119358453
-2.2302530369699003	2.807354922057604
-2.4049524432842477	4.321928094887363
-3.5305672290780032	0
-1.6162686103890014	0
-3.3470583739576067	4.523561956057013
-2.340728260551171	5
-2.9240305821265213	3.321928094887362
1.3624699205143478	3.700439718141092
-3.0138372589753484	3
-1.8101504084241098	-3.321928094887362
-3.21126911187039	-1.3219280948873622
-1.5820656852056099	-3.321928094887362
-4.016333281118504	5.321928094887363
-3.899800843898657	1
-3.978973136274197	3.321928094887362
-2.25245562169725	4.321928094887363
-2.4686920202209377	3.700439718141092
-3.3344113359739556	4.807354922057604
-2.703792240763804	4.643856189774724
-3.264726713828646	-3.321928094887362
-2.429380526455126	1.584962500721156
-4.823214639596653	0
-1.8570392499837771	4.087462841250339
-2.674614033550257	1.584962500721156
-1.5368030731845166	2
-3.29003975036363	-1.7369655941662063
-0.47315176273261833	7.906890595608519
-2.584928990719088	1
-0.7969263628080885	5.977279923499917
-2.987660479766576	3.807354922057604
-3.653530503160422	-0.3219280948873623
-1.943405433392571	0
-2.4332442074674314	3.321928094887362
-3.4425732564342537	-3.321928094887362
-3.2492132660183337	2.584962500721156
-2.597624357795205	4.700439718141092
-3.2046833518224007	3.4594316186372973
-2.830782044024705	0
-2.219855163577439	2
-2.7914681432197503	-0.15200309344504995
-2.2390864613567993	0
-0.8213832229096982	1
-2.047537847148209	-3.321928094887362
-1.7812950186834375	5.643856189774724
-2.2797089297770734	2.807354922057604
-3.5912524957600662	1.584962500721156
-0.5722786312055885	6.507794640198696
-2.3835066625140398	2.321928094887362
-3.0498079261533455	2.321928094887362
-1.091278112703876	5.977279923499917
-2.01511040048101	5.977279923499917
-1.407662675132411	-3.321928094887362
-2.637751837137011	2
-0.43968164011456445	3
-2.4307079517217645	2.584962500721156
-2.367817582874583	0
-1.418300411937135	-1.3219280948873622
-3.051384209455702	1.584962500721156
-3.356398260792881	1
-1.2823381348954335	7.05528243550119
-2.401935713165222	2.321928094887362
-2.257173267633542	4.087462841250339
-1.280479163210096	3.584962500721156
-3.2227675177386725	0
-1.294236910598403	5.392317422778761
-1.9957848369241549	7.483815777264256
-1.6700380317744035	0
-2.5113611488770053	2
-1.7930184780118297	-0.5145731728297583
-1.806420179907581	-1.7369655941662063
-2.576823621295994	2
-3.7521141525527453	4.754887502163468
-3.2511662374999455	-3.321928094887362
-3.261440386866903	2.321928094887362
-1.4031013850131666	0
-2.0464250291006443	-3.321928094887362
-0.6781713891735204	4.906890595608519
-2.8610492527998437	-3.321928094887362
-2.646207115178221	-3.321928094887362
-3.4527800557949315	-3.321928094887362
-2.834815542852776	1
-1.0193824596513295	4.700439718141092
-0.7965240495926742	4.087462841250339
-3.1557067351184633	3.321928094887362
-1.7268429600196635	3.321928094887362
-2.5538760990487184	3.700439718141092
-3.3363211902402456	4.643856189774724
-0.6561539793258263	-1.3219280948873622
-2.4396816401145642	4
-4.215636516859194	4.754887502163468
-2.527612728161031	5.426264754702098
-1.7183481433687198	6.044394119358453
-2.4500484037888413	-2.321928094887362
-4.0957631938629415	3.321928094887362
-2.966769266748115	6.022367813028454
-1.076085265038078	6.087462841250339
-2.9850130095216367	2.584962500721156
-0.9546653036502257	2.321928094887362
-1.427676919967729	-3.321928094887362
-2.936174949372819	2
-1.1765976101484497	3.700439718141092
-0.0041590450029451165	0
-3.405681993615716	1
-3.8369216684962333	1
-2.4147991873337418	-3.321928094887362
-4.701115057590593	-3.321928094887362
-3.3103006578577436	2
-2.709735292843169	3.321928094887362
-1.515994547024838	4.754887502163468
