sample.name	leaf	proto
noENH	-1.8818507742745725	-2.3646563413210053
withENH	-2.3172019310174266	-0.2545819989253577
withENH	-0.07808357563212937	-0.5117141055552857
noENH	2.6830661451778326	2.217858358857913
noENH	-1.2648135942942456	1.0882846552525927
noENH	-2.563124935742219	-2.631793056909137
withENH	1.0037093945951128	-0.8456233358671664
noENH	-2.3368105276075646	-1.344426342475113
withENH	0.5231451050442526	-0.7982962970977049
noENH	-2.917640691266034	-0.7107285560572653
withENH	-0.02932413672257067	-0.6964435239926874
withENH	-0.6643049837593852	-0.8076397346609112
noENH	-2.959463831548973	-1.7388652833685092
withENH	NaN	-0.3301489308894527
withENH	-2.3850249302124036	-0.5317181612631581
withENH	-0.6024724029877978	-0.20661784668858862
withENH	-0.6860990247716613	-0.0737404657688483
withENH	0.757286586414879	-1.2031746538959687
noENH	-3.4378503558625924	-1.6803716209581094
withENH	0.9252033418684662	-0.5351005966654179
withENH	3.6120689117055367	2.425028112478766
withENH	-0.47931006941904786	0.549530065284543
withENH	0.9756342666204421	-0.6048932966500883
noENH	-2.8467696031709475	-1.6718174098591727
noENH	-1.0593570711084908	-0.829606854681012
withENH	-0.5484983613089435	0.25809856711646784
noENH	-3.0566000127259203	-0.7322494616829931
noENH	-1.7081269746664223	-1.9521151085171207
noENH	-0.49331590153200183	-2.1791378703064996
noENH	-1.486777311386604	-2.072726872633671
withENH	2.7200084294686184	1.2404387212487749
withENH	0.16676536655267044	-0.8070506390622707
noENH	-3.3563941484050686	-2.207960672217059
withENH	3.7713523713238866	2.0163155988391583
withENH	2.0408478404637576	0.4408187744475725
noENH	-3.9768671436876506	-1.0242597123291375
withENH	NaN	-1.1825953119624588
withENH	1.4100789990191585	-0.35869454326828165
noENH	-1.930176920573272	-2.5616541012926133
withENH	0.13085379585043772	-1.3862653203645119
withENH	0.91990717430314894	0.39843429684999376
withENH	0.582712286329268	-0.9152848741531301
withENH	-0.6460940848461304	-0.014944212051484662
withENH	1.9951524913664733	1.3742344006300835
noENH	-1.0200652512332526	-1.507243049758099
noENH	-0.7848045182049719	0.14237795347261495
withENH	1.8995255250942926	0.16676323897639792
noENH	-1.3693359580583042	NaN
noENH	-3.7509715770387073	-1.6460522595391316
withENH	3.700112268798329	1.3367091499187493
withENH	0.6612003177030231	-0.23789099277699993
withENH	2.9929887165665656	0.8108234330098778
withENH	1.2417040158793768	0.41966111585564014
withENH	-1.9692661836413023	-0.49897856107755273
withENH	2.464407510760676	1.5490428521981454
noENH	-1.2301986994517784	-1.429103996274052
noENH	-3.0415463609403104	-1.7718297140131694
withENH	-1.1869009676229565	-1.1288052914071118
noENH	-2.6706126480171206	-1.7490637366840764
withENH	4.5702094870561085	2.0917819764401315
withENH	-0.8172722647858582	0.3330021123790763
withENH	3.7478554596319293	2.9784408132443723
withENH	1.4084654596413722	-0.09542163602036463
withENH	0.1127072382622879	-0.9439495511264386
withENH	2.3084916444558834	0.7651213878548
noENH	-2.8552247880388917	-1.024438011768464
withENH	1.8174748737252893	0.602265608411487
withENH	-1.7076392856110356	-3.4698907539365056
noENH	-3.54267843603166	-2.124814566300617
withENH	-2.7106701620046367	-1.624236748539889
noENH	-1.0479175410730983	-0.7629967647391189
noENH	-3.110902626225622	-2.704197085786487
noENH	-2.0943614226268266	-1.633309842133589
noENH	-3.3163678304039417	-1.8713653875640839
noENH	-2.880519864572532	-1.4248229895223399
noENH	-1.9824082361570818	-2.284003802591517
noENH	-3.7994094752477157	-1.6947936440204279
withENH	1.0617264083827578	0.8220016481607446
noENH	-3.5934571249265463	-1.2110657599838435
noENH	-3.5047448643463825	-1.4290964814443752
noENH	-2.048341600684486	-2.2518960224559184
noENH	-2.4914059879683474	-1.576243285735352
noENH	-1.4164070977964829	-0.7410815828984655
noENH	-3.7425856180492407	-2.5662836295659752
withENH	1.0579381399877537	1.2776006298889993
noENH	-2.127735684788257	-1.4018801042628637
noENH	-2.3100855841224357	-0.9984160280959768
noENH	-2.7795463335943706	-0.5617117899481325
withENH	-1.1636069892642378	0.5486771920426519
noENH	1.0857298740258843	-0.40802681884900927
noENH	-3.489056313467785	-1.8647671303743174
noENH	-0.7141516251232579	-2.0258597770513633
noENH	-0.059545504002377264	-1.1262994420793992
withENH	1.5914572604719126	-0.32623027806466937
noENH	-3.9622468205908836	NaN
noENH	-0.8670803358630316	-1.1427749691175448
withENH	-1.9697306102865708	-0.7847281878098317
withENH	0.5180772980912055	-0.39260223538206757
withENH	3.2543918556676594	0.9858791707096912
noENH	-1.9372983489100886	-2.1685459869257864
noENH	-3.186139644361157	-2.1564960487283407
withENH	1.8597731840721123	-0.6874822923818102
withENH	-0.2892050975715791	-0.1774095035759276
withENH	-1.254214801712211	-0.8197189346244209
noENH	-1.7208228954810685	-0.6079746727477704
noENH	-0.02790082317317999	-2.176630570692504
noENH	-2.980356036990714	-1.3105402012990035
withENH	1.3800140382897188	0.20105716653034436
withENH	1.4457713156375411	-0.4748763885391772
noENH	-1.5414839120162127	-2.523021595924092
withENH	3.2751587292317383	1.5858634036719894
noENH	-0.7215319287188322	-0.5476316659005319
noENH	-1.6069595211021812	-1.0820136324393468
withENH	-1.6381326955325974	-0.9702610867828788
withENH	2.9552538871033676	0.8734541436362746
withENH	1.2832753541386819	0.9804213066861581
noENH	NaN	0.5437224271697692
noENH	-1.3910901193947578	-2.379558192063419
withENH	-0.017805933812370667	-0.952186651533425
noENH	-0.676207239593212	-2.0639584395192934
withENH	1.8321504591114937	-1.0054226020901442
withENH	-0.5381200331740146	0.44656247606685007
noENH	-1.7133477162089037	-1.5767563374100688
withENH	1.3987714212610542	-0.6641733978953319
noENH	-2.9952585185247944	-1.2017281605788628
withENH	0.42009787563743095	0.20506517432037463
withENH	0.20114529835210848	-0.6544122874515361
withENH	0.34944877666634333	-0.5607107518132316
withENH	2.7319078597140227	0.2802292012108059
noENH	-1.7722739546241502	-2.421133224339541
withENH	2.582167340764589	1.4811232161675725
noENH	-0.6462045868306507	-0.3143091799598826
noENH	-2.5366292550568224	-2.135312358756418
noENH	-1.446491868652183	-1.8319831945210956
noENH	-1.2952807320805158	-1.2025176821912442
withENH	NaN	0.9034063937454858
noENH	-4.169027284392695	-2.160275603302652
noENH	-2.177731279557643	-2.8447989232238124
noENH	-1.888342241623146	-0.5360192001905637
noENH	-3.042751254435812	-2.0699589837220316
withENH	1.6538888581836817	0.2975312809440852
noENH	-0.9847139264341218	-1.7050735258582446
withENH	1.2605177906167986	0.9465098699764974
noENH	NaN	-1.157165770726971
withENH	-0.022723785599558455	-0.11999680993673842
noENH	-2.5001136965122446	0.7505453693778689
withENH	1.855289774932721	-0.5791740956068543
withENH	NaN	0.6970596143402136
withENH	1.533997854565059	0.13872460417382887
withENH	-0.8599460404036324	-0.40521244389670075
withENH	2.290149132666837	1.5394841932956767
noENH	-2.7120023709337464	-1.67796397553757
noENH	-2.668253053373019	-1.2062910867179184
noENH	-0.23619822086147824	-0.3330484731919079
withENH	NaN	-0.6420138276524083
noENH	-0.8221467058720269	-2.2552322649815433
noENH	-2.212834685672814	-2.219527192398514
noENH	-1.6281069960093661	-0.23669847177643352
noENH	-3.280092354893326	-2.188410762372589
noENH	-2.0230650642900825	-1.185672689270924
