sample.name	enrichment	prediction
0	1.469449519839989	1.8454258441925049
10	1.8463753794641107	2.8514246940612793
3	1.4378373140016558	0.520515501499176
10	1.2799163372758904	2.9906561374664307
3	1.4182229376207722	1.5856984853744507
10	1.5687652438721913	2.633645534515381
10	1.7995086491955212	2.5171210765838623
0	1.3527522746441512	1.1204692125320435
0	2.1174019079083046	0.7023701071739197
0	0.2007327939532666	-0.063103586435318
3	1.8025795526846273	0.9385551810264587
3	2.0878521083254897	2.7013862133026123
10	1.9796081009051114	1.9747557640075684
10	2.0132094163534218	1.428047776222229
0	2.4290080130134344	0.7031732797622681
10	1.637145891745501	1.8703793287277222
0	2.117847863102501	2.127912998199463
10	1.6892690767908412	2.285926103591919
0	1.6737553680563142	1.7896541357040405
10	2.648986330796962	2.7488508224487305
3	2.0387248869404977	2.569040536880493
3	1.6638235732064055	1.6867191791534424
3	2.172084418883139	2.373493194580078
3	1.4164626220613532	2.1110432147979736
0	-0.45266867904232266	-0.1953151375055313
0	2.150363082333115	0.2925388514995575
3	2.283363025009943	2.1423380374908447
3	1.630799834076826	1.1165426969528198
10	2.029999456473493	2.2907164096832275
3	1.4194046453577567	2.169480562210083
0	0.38338949268572	0.03538145124912262
3	1.2153858640701414	1.9017564058303833
0	1.3754073792248547	1.1622170209884644
0	-0.8025838027055858	-0.5805468559265137
10	2.588740376127459	3.4004321098327637
10	1.7186271550029537	1.990752100944519
3	1.563815420794951	1.5298298597335815
10	2.6205004578566435	2.728508234024048
10	2.162455148769368	3.6679043769836426
3	1.8742440984992417	2.683854341506958
3	1.616357601900697	2.306983232498169
0	-0.6759617621669408	-0.7798588871955872
3	1.6996947020055575	2.704425573348999
10	2.0819041918288277	2.6834332942962646
3	0.957951646871195	1.2047159671783447
3	2.424583806854406	1.718123435974121
3	1.056122595666817	2.5704562664031982
0	0.14929490993478317	0.07564562559127808
0	-1.2188537259346996	-0.9882856607437134
0	1.8355107534479336	2.323711395263672
10	1.7289199289553363	3.261781692504883
0	0.0024803665425283117	-0.10396929085254669
3	1.8517643837355142	2.0842270851135254
0	0.9191612346785518	0.3422571122646332
0	0.3926113837205706	-0.4414043128490448
10	2.0340011494289625	3.1547601222991943
0	1.8011052141168173	2.059536933898926
10	2.422374369258268	2.9434642791748047
3	1.9562506719991024	1.7839410305023193
10	2.1501450290853237	2.768871307373047
3	1.969516088115017	3.5049262046813965
3	1.867919086572578	2.8700973987579346
0	-0.4600353473401436	-1.272778868675232
0	-0.7160315768437571	-1.4523930549621582
0	-0.17566937507323532	0.8235844969749451
3	2.135489410636089	2.1123063564300537
3	2.2521607710845832	2.7497785091400146
0	-1.4652346456202505	0.08965599536895752
3	1.280341253119777	0.7963682413101196
3	2.104461881441721	2.7469635009765625
0	1.571489159436621	1.9815715551376343
10	1.6100534816839867	3.879103660583496
3	0.6458470820133599	0.46673235297203064
0	1.7834262815608062	1.3831645250320435
3	1.6280126052778887	1.4013538360595703
3	-0.6269857156168628	1.3340985774993896
