sample.name	rep1	rep2
noENH	-2.078111250425418	-2.4373349891470757
withENH	-0.19604529846587515	0.22230971222434157
noENH	-1.3633368608686909	-3.3036200905385362
noENH	-4.430315560597437	-5.4694289835086165
noENH	-3.4728277574555886	-3.459851017445448
noENH	-3.673096722247453	-4.040585684704743
withENH	-0.9355969929416401	0.12369650848640068
noENH	-2.894179060898307	-2.984002156338375
noENH	-3.0545771235970287	-4.455623183983586
withENH	1.1410672525141687	0.9906431840645291
withENH	-0.6800805853793855	-0.02625136817696666
withENH	-0.4741296893152501	-0.30392399772272627
noENH	-1.7229894568711046	-2.5100709680059623
withENH	-0.7705226920954745	-0.9592758263352803
noENH	-2.2653090078161666	-2.4504215038197903
withENH	-0.7339968160703608	0.004198297639605664
withENH	2.9384285259011347	2.7631487972966773
withENH	0.38148040134957517	0.5705451201934149
withENH	-2.0335570979292688	-2.216562412750159
withENH	-0.17794700726444335	0.10531951441851162
noENH	-1.9828565836262155	-2.01083834131069
noENH	0.5919926344698743	0.17004876575553407
noENH	-1.3134437611057477	-2.6123062246755553
noENH	-3.22711028946973	-3.117753545227202
noENH	-1.7198221777924216	-2.9251084672848062
withENH	-0.8128022426092514	-0.9050972372900711
noENH	-2.723424828969868	-2.3338127606455696
withENH	1.1184459955157813	0.5965403287263593
noENH	-2.985825361722061	-2.42189533270509
noENH	-3.267309973094915	-4.304775170882137
withENH	0.6829226057087846	1.0792782398286866
withENH	1.9121050711802567	3.041850839119004
withENH	-0.39085598849814446	0.3104223097795243
noENH	-2.899800843898657	-3.105680712926627
noENH	-1.604344960372486	-1.7117294332309112
withENH	-1.287313690175052	-1.235689261970274
withENH	-0.49750419768905874	NaN
noENH	-1.6043449603724855	-1.9448726493781248
withENH	-1.0044107522697523	-0.5227585996459849
noENH	-0.44680368338600585	-0.9775758871789417
withENH	-0.19402177012251476	-0.7250991694296302
withENH	0.8823786372822569	0.8040221817380429
withENH	2.144780143329244	2.1884696919076356
noENH	-3.0053752715665314	-3.2661453851198736
withENH	-1.6856337945089614	-0.6802998766324648
