sample.name	enrichment	prediction
10	4.655898584106798	5.254029273986816
0	1.7329420619655653	0.9156751036643982
3	-0.1059177588549387	2.7293732166290283
0	-0.0742656312884975	-0.6880046129226685
3	2.9208871801108014	3.2361679077148437
0	3.286399663923821	3.4193856716156006
10	3.1217458512973417	4.32380485534668
10	3.4850726442882527	4.081267833709717
3	3.231054493563095	3.7340004444122314
10	3.481523759861767	4.875730037689209
3	3.939511045147247	4.288759708404541
3	3.4947423400039845	4.527576446533203
0	1.0463751830709125	0.5702903866767883
10	3.315827952023428	4.7133378982543945
10	4.142090370994682	5.170053958892822
10	4.491280162977009	5.3987884521484375
10	3.6969791895074606	4.794903755187988
0	-0.2550871790309861	-0.12425152957439423
3	2.5152247456183527	2.711108684539795
0	1.4650219190478406	0.6192230582237244
10	3.891981401776375	4.895827770233154
0	2.619381938885155	4.499413967132568
3	2.931329342598709	3.459482192993164
0	2.5827248390579363	2.1202309131622314
3	3.9056273710035683	4.228218078613281
3	2.633881115329083	2.898534059524536
10	4.518679347480551	5.832921981811523
10	3.655000899475624	5.2913360595703125
0	-0.7002190451573425	0.07883688807487488
10	3.951072010252742	4.706256866455078
3	3.9596740818058405	3.894838571548462
0	2.5826955305915638	3.088136672973633
10	4.054039560978616	5.252648830413818
3	1.8721295379497054	4.1207098960876465
3	2.411013967078203	3.7836623191833496
3	3.2163977046436143	4.3040242195129395
3	2.7927438375026514	3.8597638607025146
3	3.9238015133474144	4.410316467285156
0	0.42548113375734886	3.1502912044525146
10	3.200936097711055	5.295562267303467
10	2.676227659175375	4.4326701164245605
10	3.771092724806789	5.216052055358887
3	3.4217234588956558	4.095463275909424
10	4.03983906514012	5.017180919647217
3	2.2725938643987913	3.582517385482788
3	3.3248059371289402	4.291339874267578
0	3.2928675374663583	2.984020471572876
0	0.08883109816339729	0.3376256823539734
10	3.0329292888030173	4.747912883758545
3	2.984431922387021	4.453295707702637
10	3.203495217438781	4.952866077423096
3	3.731703790392033	3.883601427078247
0	0.16791616240046847	-0.40093564987182617
10	3.3684376267966343	5.016062259674072
0	2.02993000596742	1.6003835201263428
10	2.786940178706574	3.9310057163238525
3	3.117265374298026	3.829706907272339
3	2.4850314713681394	2.7993595600128174
0	0.9790447418662174	0.8761792778968811
0	2.595303061171295	0.8942177891731262
0	-0.2550871790309861	1.891327977180481
10	4.104208374604092	5.5479583740234375
10	4.873879484649027	5.765048980712891
0	3.422256795283503	2.7860093116760254
10	3.8526427553714013	5.2848334312438965
0	3.4889416765485315	1.7407710552215576
10	2.5001102757911595	4.6724114418029785
0	4.347254249489547	3.3280577659606934
10	3.5666546095611413	5.1515421867370605
0	-0.8757940791095433	-1.5629217624664307
0	2.498199420314956	2.453965902328491
3	2.104808766055397	4.053349494934082
10	4.198235085064843	6.026188850402832
10	3.1197400377015336	4.4388275146484375
0	0.3942584158975415	1.7574679851531982
3	2.2329420619655655	3.36620831489563
0	0.5665303596304571	-0.10808952152729034
10	4.250587796134944	4.864041328430176
10	3.5391945423046067	3.5688202381134033
3	4.237270493030792	4.583991527557373
10	2.3852488167581622	4.018539905548096
10	3.8727240156118503	5.522063255310059
10	4.223592387942783	5.088805675506592
10	3.4096156651900476	4.545273780822754
3	4.056227719557263	4.314495086669922
10	4.460142027740374	5.395396709442139
3	2.819426585648912	2.1278419494628906
0	3.0885374397952323	2.743452310562134
3	3.497222298225305	4.475677490234375
10	3.0627280920565934	4.2175421714782715
3	3.018757520527153	4.186134338378906
0	0.6716177665596971	1.1519577503204346
3	4.026674324815053	4.40533447265625
3	4.428501976159191	5.032894134521484
0	3.4716840463386167	2.861327886581421
10	4.635091243777698	5.197716236114502
3	3.0995577676543657	3.283496856689453
0	0.8431709646390255	0.4948202967643738
10	2.6258646388824647	4.244015216827393
0	2.591610394342659	1.1248854398727417
3	2.7265604698770716	3.435687303543091
3	2.8587114454635474	3.829888105392456
3	3.7577574698088347	3.812747001647949
0	2.3887229358942523	2.1278138160705566
3	3.161920041752192	2.9038405418395996
0	0.9914006186145942	0.5514503717422485
3	3.4878941822356104	4.588636875152588
3	3.684429834768133	4.343674182891846
3	4.319922887820642	3.9662699699401855
10	3.633173825531554	5.3276495933532715
10	2.3471314330503086	4.859848976135254
10	2.7762082392087852	3.902637243270874
3	2.283453005951727	3.049175500869751
10	2.554217935869479	4.366170406341553
3	2.5688485192860435	2.835587978363037
0	-0.08105777925593705	0.7288522124290466
3	2.512655766272575	3.121000289916992
10	3.009825799636473	4.13585901260376
10	4.659992226993122	5.28281307220459
