x.1	x.2	x.3	x.4	x.5	x.6	y.1	y.2	y.3	y.4	y.5	y.6
0	0	0	0	0	0	-5.637378394872295	-3.8014543206179194	-6.574439658878697	-5.14679319246347	-5.844290339367266	-5.067418531976513
1.766440687127176e-4	0.0492070172530996	1.854791232835487e-4	0.03035965697180772	2.0897252394170776e-4	0.009946652811419505	-5.637378394872295	-3.8014543206179194	-6.574439658878697	-5.14679319246347	-5.844290339367266	-5.067418531976513
1.689338915487624e-4	0.04953676403722071	2.3853777309556902e-4	0.03301931737040921	2.4217775873229492e-4	0.010275350749331925	-5.595907082041326	-3.7816437765877158	-6.531395288750525	-5.116963015018521	-5.805338602715334	-5.0426256810557355
1.483960638303464e-4	0.049738846227932516	3.152227706073252e-4	0.03583789399962617	2.7607436142803194e-4	0.010601290845148515	-5.554435769210357	-3.7618332325575117	-6.488350918622352	-5.087132837573573	-5.766386866063403	-5.017832830134958
1.2097842113579213e-4	0.0498120655059757	4.250799555582436e-4	0.038807626053758384	3.117040397073897e-4	0.010926067301653878	-5.51296445637939	-3.742022688527308	-6.445306548494179	-5.057302660128624	-5.727435129411471	-4.993039979214181
9.425500947443175e-5	0.04979013275701077	5.740469114705613e-4	0.04196008630678622	3.5075754116888595e-4	0.011251892051260015	-5.471493143548421	-3.7222121444971044	-6.402262178366007	-5.027472482683676	-5.688483392759539	-4.968247128293404
7.57936451285296e-5	0.049683642774984604	7.59501005267787e-4	0.04529394466804239	3.959104021572798e-4	0.011581259567765498	-5.430021830717452	-3.7024016004669003	-6.359217808237834	-4.997642305238727	-5.649531656107608	-4.943454277372627
7.210712193566222e-5	0.04951248798598313	9.674248097657903e-4	0.04884192669008771	4.4972672003160233e-4	0.011918177905354623	-5.388550517886483	-3.6825910564366966	-6.3161734381096615	-4.967812127793779	-5.6105799194556765	-4.91866142645185
8.616099760663774e-5	0.04930608057355119	0.0011719914500056478	0.052609252680441455	5.150128840177901e-4	0.012265219265697683	-5.347079205055515	-3.662780512406493	-6.273129067981488	-4.93798195034883	-5.571628182803745	-4.893868575531073
1.1918011984061532e-4	0.04908724626553691	0.0013389342550054596	0.056626447670599524	5.93980803568466e-4	0.01262645413266762	-5.305607892224547	-3.6429699683762893	-6.230084697853315	-4.908151772903881	-5.532676446151813	-4.869075724610296
1.7061118963484514e-4	0.0488847246615962	0.0014423401177397043	0.060905097558189375	6.878433961177838e-4	0.013009389403473294	-5.264136579393578	-3.623159424346085	-6.187040327725143	-4.8783215954589325	-5.493724709499881	-4.844282873689519
2.3887046100938927e-4	0.0487230141037365	0.0014724973009837816	0.06546841721410583	7.945436978520788e-4	0.01341600261750339	-5.222665266562609	-3.6033488803158815	-6.14399595759697	-4.8484914180139835	-5.45477297284795	-4.819490022768742
3.237032343477214e-4	0.048641680914375325	0.0014423786739854291	0.0703336370426389	9.091397873868662e-4	0.01385161168925484	-5.181193953731641	-3.583538336285678	-6.100951587468797	-4.8186612405690354	-5.4158212361960185	-4.7946971718479645
4.273366767859518e-4	0.04866068462276985	0.0013868332142579003	0.07551073170105678	0.0010258398817371678	0.014328441135177712	-5.139722640900672	-3.5637277922554738	-6.057907217340625	-4.7888310631240865	-5.376869499544087	-4.769904320927187
5.578866156297166e-4	0.04880186768288544	0.0013568236493375907	0.0810210278258102	0.0011392261026784772	0.014846586164548651	-5.098251328069704	-3.54391724822527	-6.014862847212452	-4.759000885679138	-5.337917762892155	-4.745111470006409
7.282441028062192e-4	0.04912167190678612	0.0013994737413399402	0.0868559546673534	0.0012459386570654134	0.015412014680472711	-5.056780015238735	-3.5241067041950664	-5.9718184770842795	-4.729170708234189	-5.298966026240223	-4.720318619085632
9.511899594305936e-4	0.04961508293936605	0.0015391328178928651	0.09303831603150708	0.0013480090900595072	0.01604269454572925	-5.015308702407767	-3.504296160164863	-5.928774106956107	-4.699340530789241	-5.260014289588292	-4.695525768164855
0.0012322432672393397	0.05031216637601407	0.0017749448707287056	0.09953796475123096	0.001451491702217071	0.016735544823569357	-4.973837389576798	-3.4844856161346587	-5.885729736827934	-4.669510353344292	-5.221062552936361	-4.670732917244078
0.0015571566909568972	0.05125828891957289	0.0020834952925954634	0.10637543187739577	0.001564761815215664	0.017497157729466466	-4.932366076745829	-3.464675072104455	-5.842685366699762	-4.639680175899343	-5.182110816284428	-4.645940066323301
0.0018877001112192818	0.052436222653335585	0.00242969780693161	0.11349965739522679	0.0016965140481894937	0.018349381354248594	-4.8908947639148606	-3.4448645280742514	-5.799640996571588	-4.609849998454395	-5.143159079632497	-4.621147215402524
0.002175958760055219	0.053881449531923836	0.0027806007716349216	0.12092426372554417	0.0018539362033679187	0.019287366037803195	-4.849423451083892	-3.4250539840440473	-5.756596626443415	-4.580019821009446	-5.1042073429805654	-4.596354364481747
0.0023778007962634486	0.0556119200852565	0.0031213256679095947	0.1285823743156131	0.0020373881142433424	0.020316856294034374	-4.807952138252924	-3.4052434400138436	-5.713552256315243	-4.550189643564498	-5.065255606328634	-4.57156151356097
0.0024700175194115707	0.057603996788973336	0.0034571271774219235	0.13647578539299757	0.00224577872769618	0.02146249786985198	-4.766480825421955	-3.38543289598364	-5.67050788618707	-4.520359466119549	-5.026303869676703	-4.546768662640193
0.002459114290832291	0.05989537486878576	0.003804494647406194	0.14453105139637032	0.0024782261113863923	0.022718124447352807	-4.725009512590987	-3.3656223519534363	-5.6274635160588975	-4.490529288674601	-4.987352133024771	-4.5219758117194155
0.002395311572288483	0.062468446232964554	0.004181225430399429	0.15273385173901735	0.002738325310354466	0.02408745915349504	-4.683538199760018	-3.345811807923232	-5.584419145930725	-4.460699111229652	-4.948400396372839	-4.497182960798638
0.002337447981834557	0.0652983065033651	0.004600990391010781	0.16101617304825838	0.003035501058067122	0.025596492505594818	-4.642066886929049	-3.3260012638930285	-5.541374775802552	-4.430868933784703	-4.9094486597209075	-4.472390109877861
0.002338010009099317	0.06841864634113089	0.005072210463479108	0.1693449492343734	0.0033831345973121068	0.027238392550303345	-4.600595574098081	-3.306190719862825	-5.49833040567438	-4.401038756339755	-4.870496923068976	-4.447597258957084
0.0024301853794589908	0.07177902107469851	0.005606170936019832	0.17766934709316795	0.0037976874462900415	0.029013708661835818	-4.559124261267113	-3.2863801758326208	-5.455286035546207	-4.371208578894806	-4.831545186417045	-4.422804408036307
0.0026256002062380376	0.07535868651223154	0.006228195397717615	0.18593959949717997	0.004294500084961591	0.030948087868096073	-4.517652948436144	-3.266569631802417	-5.412241665418034	-4.341378401449858	-4.792593449765112	-4.39801155711553
0.0029139785442087725	0.07917220797988093	0.006978322727049873	0.19412776489459155	0.004890969753954894	0.03303473607263501	-4.476181635605175	-3.2467590877722134	-5.369197295289862	-4.311548224004909	-4.753641713113181	-4.373218706194753
0.0032748406712504747	0.08315678312920231	0.007906491164889408	0.20217813708959334	0.005589325056125381	0.035270042111931015	-4.434710322774206	-3.22694854374201	-5.326152925161688	-4.281718046559961	-4.7146899764612495	-4.348425855273976
0.003694902593123601	0.08729590154163311	0.009077540044582931	0.21008270786644012	0.006391597298016743	0.037677535739805666	-4.393239009943239	-3.2071379997118057	-5.283108555033516	-4.251887869115012	-4.675738239809318	-4.323633004353199
0.004168667235624202	0.09157101610232826	0.010529791129918172	0.21779202583003937	0.0073005708295015535	0.04025104423327381	-4.35176769711227	-3.187327455681602	-5.240064184905343	-4.222057691670063	-4.636786503157387	-4.298840153432422
0.004697145304688697	0.09593413923546325	0.01229889936205732	0.22531333203968856	0.008322282745517311	0.0429821122267226	-4.310296384281301	-3.167516911651398	-5.19701981477717	-4.192227514225115	-4.597834766505455	-4.2740473025116446
0.005286652005231723	0.10036129565529903	0.014418194139310446	0.2326122503004559	0.009470076352096042	0.04589044839829191	-4.268825071450332	-3.1477063676211943	-5.153975444648998	-4.162397336780166	-4.558883029853523	-4.2492544515908675
0.005935167130004914	0.10481865398154902	0.0169199989712911	0.23970588831856895	0.010748132493528273	0.0489707922104261	-4.227353758619364	-3.1278958235909906	-5.110931074520825	-4.132567159335218	-4.519931293201592	-4.2244616006700895
0.006642884925407541	0.10927328292423251	0.01984054962928516	0.2465786682594666	0.01216899952945475	0.0522095914038188	-4.185882445788396	-3.108085279560787	-5.067886704392652	-4.102736981890269	-4.48097955654966	-4.199668749749312
0.007415148567593032	0.11369107790591478	0.023212307850864117	0.2532522164263361	0.013747951064313334	0.05562126059051696	-4.144411132957427	-3.088274735530583	-5.02484233426448	-4.072906804445321	-4.442027819897729	-4.174875898828535
0.008267792437237484	0.11804417843552022	0.027014987660877857	0.25972807720528235	0.01551113637464182	0.059201304766291055	-4.102939820126458	-3.068464191500379	-4.981797964136307	-4.043076627000372	-4.4030760832457965	-4.150083047907758
0.009232266771888004	0.12231211610325622	0.03121830550347704	0.26602751824320486	0.017484579111910776	0.06293137085435983	-4.06146850729549	-3.0486536474701755	-4.938753594008134	-4.013246449555423	-4.364124346593865	-4.125290196986981
0.010343524889591942	0.12645111919658203	0.03577354761604039	0.27216326795811197	0.019688542876734584	0.06681950634810971	-4.019997194464521	-3.0288431034399714	-4.895709223879962	-3.9834162721104747	-4.325172609941934	-4.100497346066204
0.01162300396077002	0.13045764817738853	0.04063506302944825	0.27815192241847836	0.022146670505470308	0.07086131097753945	-3.9785258816335527	-3.0090325594097678	-4.852664853751788	-3.9535860946655257	-4.286220873290002	-4.075704495145427
0.0130795146238735	0.13431693530216315	0.04579935742658594	0.28400944764283653	0.02487499989352026	0.07503457712614671	-3.9370545688025844	-2.989222015379564	-4.8096204836236165	-3.9237559172205776	-4.247269136638071	-4.05091164422465
0.014706016108730475	0.13798921988756233	0.05130614689128021	0.2897438525535789	0.02789320605690267	0.07934048574664315	-3.8955832559716157	-2.9694114713493605	-4.766576113495443	-3.8939257397756286	-4.208317399986139	-4.026118793303873
0.016485881562410057	0.14149599043077923	0.05723680104186344	0.2953671277103707	0.031178658245518978	0.08377353807452002	-3.854111943140647	-2.9496009273191564	-4.72353174336727	-3.8640955623306805	-4.169365663334207	-4.001325942383096
0.018406378737977066	0.14482352635680235	0.06368967663311259	0.3008749198614358	0.03471467221285668	0.08830933279838261	-3.8126406303096783	-2.9297903832889527	-4.680487373239098	-3.8342653848857315	-4.130413926682276	-3.9765330914623185
0.020449601913522335	0.14795875452435414	0.07074325621158876	0.3062712387758465	0.03849399589625557	0.09294241642074207	-3.77116931747871	-2.909979839258749	-4.637443003110925	-3.804435207440783	-4.091462190030344	-3.9517402405415414
