sample.name	enrichment.pro	enrichment.val
noENH	0.011393971812567738	-1.401885683662248
withENH	-1.160866406171941	1.5570403126606216
withENH	2.0451651988143036	2.6014248590486684
withENH	1.1610713828386332	0.29416947024306517
withENH	2.8560844182566356	2.591610394342659
withENH	-1.1855025740454856	-0.5040004766201269
noENH	-1.2084339569074634	-2.2232619030777268
withENH	3.553697550189402	3.292309667999054
noENH	-3.983210820836716	-3.369984041163865
noENH	0.3843110311032641	-1.2687024964887594
noENH	-1.0511746583093873	-2.578671912605655
noENH	-3.0256362823929814	-2.525050591232258
noENH	-1.9562365554205627	-2.4016650716625794
noENH	-2.7081924657980387	-3.6173929800054383
withENH	2.2108053880360146	1.7704845458620895
noENH	-0.9636834899426368	-1.550941864919356
noENH	-1.719824260346178	-1.4748398797173812
noENH	-2.907769544061148	-2.9176226617009604
noENH	-2.0684874150841983	-2.5366304767124834
noENH	-2.082354471428074	-3.423159723734777
noENH	-1.689518645486739	-1.5218222363294345
withENH	3.1075021348382528	2.998199420314956
withENH	3.318018230273438	3.4034605208830992
noENH	-3.0828047827412997	-1.7582422537966207
noENH	-2.9899988490002376	-3.6628496826170567
noENH	-1.7356212698483429	-2.622570275733997
withENH	2.8750735515020667	3.0885374397952323
withENH	4.2266211461347245	4.0108447881265885
noENH	-1.5904959394989744	-1.517796868236211
noENH	-3.057626281382433	-3.3672670981385506
withENH	1.0862415042850437	1.388692009550782
noENH	-0.6114730492217852	-1.8571024931313238
withENH	2.922869470830979	2.8115523961719004
withENH	2.962636263880631	2.5827248390579363
noENH	0.5644357437895475	0.5677495294064109
withENH	2.677066241297997	2.674350292280396
noENH	0.022149181877933882	-0.33709400384446064
noENH	-2.5075684633532296	-2.2234989026936263
withENH	1.7904741502978858	1.660189901375511
noENH	-4.599324314006942	-3.210306965552097
withENH	2.7564641513521644	2.75538476685023
withENH	1.1817184986374791	0.978236328108576
noENH	-2.0920163740193267	-3.0290469735183674
withENH	-2.1464404457931887	0.5541660596565237
withENH	2.352939622483726	1.5661155913254545
withENH	-0.847821410980835	0.3521636008323876
noENH	0.6839164628642698	0.22821456523788702
noENH	-3.8490708376334695	-3.9018979756122616
withENH	4.1354086118737365	3.9292536700560174
withENH	-1.7976588426835518	-0.13492443061904724
noENH	-2.797646997487273	-2.978541927433372
withENH	3.726401648164354	2.964915611845461
withENH	2.660587711779214	2.5390382769562483
noENH	-2.3252172688286183	-2.8546074449910668
noENH	-2.8935610148052775	-3.043960575871835
withENH	-0.5918845860840699	0.0711240111864867
withENH	-1.3112587993453744	3.606446166332507
noENH	-2.880519864572532	-2.080170348683983
withENH	1.1428641632721774	0.9459631615666247
withENH	3.044556606172285	2.428962295423589
noENH	-2.3774498092110896	-3.6930041813785675
noENH	-0.9773400250419148	-1.2308024014860095
noENH	-1.2667096168628795	-1.969519714714779
noENH	-0.6375403731506629	-2.6785874731373713
noENH	-0.6460820993981476	-3.153256935580983
noENH	-0.8618386790198714	-0.8001988734872812
noENH	-0.0935962016505956	0.2651053421501769
withENH	2.9018763102925798	3.4889416765485315
withENH	0.9608462274051732	1.0084615608973388
withENH	0.9760106193550543	0.6835307102581218
withENH	-0.7502003447508833	-0.7002190451573425
noENH	-0.20134452930566482	-0.6160867210645166
noENH	-1.199999906052357	-0.21955638749211687
withENH	3.106721410472643	3.0428201073125156
noENH	-2.127806206236356	-2.404589609510923
noENH	-1.7670164634212855	-2.456191939170692
noENH	-1.717972177589509	-2.6426394995573714
withENH	0.9127775905464044	1.5009838568315887
noENH	-1.2881283844878189	-1.51607441691052
noENH	-0.9652777846282037	-1.3432047545177768
noENH	-4.346039737060576	-3.890561391338299
noENH	-3.6119068620911494	-2.6277069874121937
noENH	-2.845265205950624	-3.8171732775698985
noENH	0.07848612846692424	-1.8132921227928542
withENH	2.821620115034884	2.8356766211155553
noENH	-2.272805151647311	-1.771198979523943
withENH	2.5217514402720007	2.535232235397668
noENH	-1.537163686390179	-1.9160202930845853
withENH	-1.7255079146444243	-1.20504649653139
withENH	3.1614972284558287	2.581068646472813
withENH	-0.8392112496485775	-0.4952428558607359
withENH	-0.8344078276237061	3.629544278822851
withENH	2.324888993508306	3.2069411598414135
noENH	-3.6574118608335464	-3.2079457604308947
withENH	4.106043393147106	4.231614779748222
noENH	-2.0938680312235487	-2.9414033609195283
